"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.alpha","log2fold_change","Auc"
"755","GCG","hurdle",3.60389442178254e-156,9.095277,17.272576,8.177299,0.999
"2013","TTR","hurdle",1.18988717903249e-70,11.95435,16.29805,4.3437,0.976
"474","CRYBA2","hurdle",7.42327090416556e-63,6.737967,11.215801,4.477834,0.929
"1080","LOXL4","hurdle",2.82597482524648e-58,4.288546,10.648111,6.359565,0.879
"1936","TMEM176B","hurdle",2.06739906511727e-36,8.288575,10.697808,2.409233,0.878
"1935","TMEM176A","hurdle",4.67881309522501e-35,7.599096,10.006814,2.407718,0.869
"753","GC","hurdle",3.9215891378123e-37,8.131039,10.743648,2.612609,0.861
"1368","PCSK2","hurdle",1.96578429309593e-32,8.657768,11.220798,2.56303,0.854
"1920","TM4SF4","hurdle",5.0140789285483e-34,9.313531,12.108221,2.79469,0.852
"2061","VGF","hurdle",7.86514928259998e-35,6.790095,9.49928,2.709185,0.842
"616","F10","hurdle",1.06900920764145e-38,5.327602,8.414003,3.086401,0.837
"397","CHGA","hurdle",2.06349641074035e-25,9.929071,12.030232,2.101161,0.829
"817","GPX3","hurdle",2.18137466433251e-27,8.475405,11.152386,2.676981,0.817
"1588","RGS4","hurdle",1.3139877064583e-27,6.66377,9.33362,2.66985,0.807
"1388","PEMT","hurdle",8.92046836181562e-29,6.863515,10.079638,3.216123,0.794
"450","COTL1","hurdle",2.15291640676744e-26,6.254365,8.732795,2.47843,0.792
"1650","SCG5","hurdle",4.59251815233632e-22,10.90254,12.16566,1.26312,0.791
"398","CHGB","hurdle",3.81844682290132e-24,11.80261,13.91119,2.10858,0.79
"1467","PPP1R1A","hurdle",2.56730834771143e-23,6.699626,8.70657,2.006944,0.789
"424","CLU","hurdle",7.08816776220968e-20,11.00676,12.4883,1.48154,0.787
"949","IRX2","hurdle",2.60991621589663e-38,2.929974,7.592902,4.662928,0.775
"1673","SERPINE2","hurdle",4.24835134634484e-17,6.680982,8.321444,1.640462,0.741
"64","ALDH1A1","hurdle",4.24372693665582e-15,9.738973,11.474796,1.735823,0.741
"1719","SLC22A17","hurdle",7.29842027971855e-16,7.150023,9.059003,1.90898,0.733
"1648","SCG2","hurdle",2.17663846882048e-14,10.46115,11.42538,0.964230000000001,0.733
"917","IGFBP2","hurdle",2.42000617722931e-17,7.062168,8.065001,1.002833,0.733
"216","C10orf10","hurdle",4.53971543488013e-15,7.848307,10.232056,2.383749,0.732
"1113","MAFB","hurdle",8.86101068586124e-16,7.390008,9.522551,2.132543,0.728
"1525","PTPRN","hurdle",1.50912494187147e-14,9.539717,10.54098,1.001263,0.724
"980","KCNJ6","hurdle",1.19456314098163e-16,5.203686,7.414786,2.2111,0.721
"1330","PALLD","hurdle",7.87926172941811e-13,6.689252,8.266907,1.577655,0.718
"457","CPE","hurdle",1.12952172019299e-12,10.66916,11.55003,0.88087,0.718
"775","GLS","hurdle",5.26566681966404e-20,6.242046,9.018241,2.776195,0.716
"2015","TUBA1B","hurdle",7.17537964069678e-09,9.119588,10.007425,0.887836999999999,0.712
"1865","SYNGR4","hurdle",5.56819286963403e-21,3.616837,6.433875,2.817038,0.71
"1735","SLC29A4","hurdle",4.36396272252813e-13,5.77345,7.751429,1.977979,0.709
"1538","QPCT","hurdle",4.61786969703164e-12,8.673873,9.585533,0.911659999999999,0.709
"580","EMC10","hurdle",1.89861789347547e-09,7.924239,8.929245,1.005006,0.707
"1826","SSTR2","hurdle",3.64939649737947e-13,6.072416,7.777631,1.705215,0.706
"1739","SLC30A8","hurdle",7.18789881736219e-12,8.307418,9.753134,1.445716,0.705
"1236","NAA20","hurdle",3.43889649794831e-17,7.741955,9.607125,1.86517,0.705
"1818","SPTSSB","hurdle",6.11694438905733e-15,5.098113,7.537775,2.439662,0.702
"674","FAP","hurdle",6.59400714058048e-15,7.16594,8.18741,1.02147,0.701
"1749","SLC38A4","hurdle",8.39379923825765e-27,3.567169,7.880748,4.313579,0.7
"709","FKBP2","hurdle",1.26080774942453e-11,8.838144,9.700834,0.862690000000001,0.7
"1812","SPOCK3","hurdle",1.07036813123259e-24,2.541415,6.447217,3.905802,0.699
"1334","PAPPA2","hurdle",4.65736731905964e-18,4.229607,7.146805,2.917198,0.698
"669","FAM84A","hurdle",1.31070441082066e-21,3.025546,6.992328,3.966782,0.698
"1763","SLC7A2","hurdle",6.79263657456648e-17,6.910453,9.220367,2.309914,0.696
"1476","PPP2R2B","hurdle",2.20727351222639e-19,3.173585,6.357094,3.183509,0.696
"1117","MALAT1","hurdle",3.55879409999182e-08,15.31139,16.02942,0.718029999999999,0.696
"695","FEV","hurdle",5.36084655408719e-14,5.143473,7.258887,2.115414,0.695
"551","DPP4","hurdle",6.66640567239029e-29,1.786551,7.372037,5.585486,0.694
"739","FXYD6","hurdle",8.59041116012838e-11,6.982576,8.61417,1.631594,0.693
"1086","LRPAP1","hurdle",4.85045123066595e-10,8.394568,9.562097,1.167529,0.69
"790","GNG4","hurdle",1.17703159642803e-11,6.097413,7.612614,1.515201,0.689
"1427","PLCE1","hurdle",3.36689004100731e-24,3.232697,8.636367,5.40367,0.688
"1374","PDE3B","hurdle",5.63631663519874e-15,4.160707,7.041916,2.881209,0.688
"1032","KLHL41","hurdle",6.80234093459874e-23,3.532431,7.626461,4.09403,0.688
"871","HLA-A","hurdle",2.47026982365633e-08,10.50561,11.1944,0.688789999999999,0.685
"1809","SPINT2","hurdle",1.16974692534359e-09,9.592759,11.034333,1.441574,0.684
"1367","PCSK1N","hurdle",3.16068911426932e-11,11.01161,11.51569,0.50408,0.684
"737","FXYD3","hurdle",5.74575064586943e-11,6.810727,8.444573,1.633846,0.684
"226","C12orf75","hurdle",1.79686083939057e-08,7.541271,8.660531,1.11926,0.684
"1294","NPDC1","hurdle",1.01369604276387e-08,8.248848,9.140221,0.891373,0.683
"738","FXYD5","hurdle",5.9457295457484e-11,6.673377,8.68895,2.015573,0.682
"620","FABP5","hurdle",1.32603424692384e-10,6.246839,7.565325,1.318486,0.68
"1765","SLC7A8","hurdle",4.01841754295482e-13,6.973884,9.037865,2.063981,0.678
"1649","SCG3","hurdle",3.76461152156846e-11,9.105881,9.748518,0.642637000000001,0.678
"460","CPLX2","hurdle",1.00869330234072e-11,5.401294,7.274818,1.873524,0.678
"1344","PCDH17","hurdle",2.97044890693551e-09,6.167274,7.578754,1.41148,0.673
"987","KCNMA1","hurdle",1.2405694925502e-09,5.746069,7.505425,1.759356,0.673
"434","CNTN1","hurdle",1.41250509691909e-10,6.230704,8.048645,1.817941,0.673
"823","GRIA3","hurdle",5.60386169015039e-11,5.225265,6.93158,1.706315,0.67
"1452","POPDC3","hurdle",3.25352682886858e-19,2.376954,5.921879,3.544925,0.669
"743","GADD45G","hurdle",7.14134318649278e-12,5.192705,7.23618,2.043475,0.669
"388","CFC1","hurdle",1.1632900260067e-10,4.381315,6.573042,2.191727,0.667
"2014","TUBA1A","hurdle",1.07720988833549e-06,9.453127,10.657496,1.204369,0.665
"324","CCDC86","hurdle",7.23569105889415e-11,4.780761,7.031432,2.250671,0.665
"347","CD99L2","hurdle",4.55774697004749e-13,5.084271,7.619406,2.535135,0.664
"99","APLP1","hurdle",8.94306414489173e-08,7.710473,8.613306,0.902832999999999,0.664
"18","ABLIM1","hurdle",6.36953333407016e-08,6.169914,7.624194,1.45428,0.664
"1326","P4HTM","hurdle",4.75737413342347e-07,7.562854,8.705956,1.143102,0.663
"263","C5orf38","hurdle",1.52293796303367e-14,3.364912,6.162547,2.797635,0.663
"1923","TMED3","hurdle",1.61132563081921e-07,8.099732,9.227051,1.127319,0.662
"990","KCTD12","hurdle",6.67685459605946e-12,5.802531,8.057268,2.254737,0.662
"874","HMGB3","hurdle",2.62405947868e-12,4.428954,7.055067,2.626113,0.662
"864","HIGD1A","hurdle",4.08500113251325e-11,6.243276,7.939708,1.696432,0.662
"2000","TSPAN7","hurdle",6.00483977769587e-08,7.515905,8.540197,1.024292,0.661
"1422","PLA2G16","hurdle",1.74485968612021e-07,6.381173,7.299665,0.918492,0.661
"1260","NENF","hurdle",8.71831523456829e-06,8.352733,9.126948,0.774215,0.659
"1264","NEUROD1","hurdle",1.83039051995786e-07,8.082771,8.801998,0.719227,0.658
"839","H2AFJ","hurdle",1.47088915261118e-06,7.311762,8.355785,1.044023,0.658
"456","COX8A","hurdle",1.7806652736856e-06,8.844297,9.802506,0.958209,0.658
"197","BEX1","hurdle",4.44207746602205e-08,8.919966,9.522668,0.602701999999999,0.656
"1950","TMEM60","hurdle",8.93995589752387e-07,6.093514,7.216317,1.122803,0.655
"1868","SYT5","hurdle",8.07326712550716e-10,4.573005,6.42677,1.853765,0.655
"872","HLA-E","hurdle",1.0405164255602e-08,8.134575,9.606898,1.472323,0.655
"138","ARX","hurdle",4.48204041180362e-10,5.793868,7.319995,1.526127,0.655
"190","BCAM","hurdle",8.63948062986873e-07,6.088976,7.311416,1.22244,0.654
"1307","NUCB2","hurdle",1.20952695944797e-06,8.058427,8.854689,0.796262,0.653
"1527","PTPRT","hurdle",2.19295701348206e-22,0.8155909,6.2139853,5.3983944,0.652
"494","CYSTM1","hurdle",1.1493459173514e-06,8.992417,9.846711,0.854294000000001,0.652
"1408","PIGT","hurdle",1.20229105408062e-07,7.566642,8.790787,1.224145,0.651
"294","CALM1","hurdle",2.03939723455758e-06,9.819922,10.721109,0.901187,0.651
"1977","TPPP3","hurdle",3.47960563615903e-07,6.769412,7.877388,1.107976,0.65
"1435","PLK2","hurdle",3.26346106495769e-07,7.247234,8.452139,1.204905,0.65
"615","EZR","hurdle",2.88753433787894e-06,7.973617,8.722342,0.748724999999999,0.65
"605","ESYT1","hurdle",3.73247082301127e-07,6.750633,7.921761,1.171128,0.65
"735","FSTL5","hurdle",2.72615050830187e-13,3.991797,6.593891,2.602094,0.649
"1119","MAN1A1","hurdle",3.32626661683144e-06,7.155624,8.15439,0.998765999999999,0.648
"1652","SCGN","hurdle",1.33084451349372e-06,9.130218,9.934738,0.80452,0.647
"1486","PRDX4","hurdle",5.6294088678763e-05,8.623492,9.263606,0.640113999999999,0.647
"1335","PAPSS2","hurdle",3.97849238157648e-06,7.238452,8.456511,1.218059,0.647
"250","C21orf58","hurdle",1.76585379650292e-07,5.511201,6.63188,1.120679,0.647
"1762","SLC7A14","hurdle",2.98646463374172e-10,4.022426,6.135309,2.112883,0.646
"408","CKB","hurdle",8.78111023018349e-08,6.633585,7.874477,1.240892,0.646
"1005","KIAA1324","hurdle",1.36278381850782e-07,8.212865,9.713381,1.500516,0.645
"1866","SYP","hurdle",2.13041287920515e-06,5.897575,6.86582,0.968245,0.644
"134","ARRDC4","hurdle",6.10644762410298e-13,4.27051,7.932599,3.662089,0.644
"16","ABHD15","hurdle",6.90827568338453e-09,4.541951,6.613305,2.071354,0.644
"1997","TSPAN2","hurdle",4.17879232725169e-08,5.606708,7.137732,1.531024,0.643
"1438","PLP2","hurdle",2.58449850316307e-05,7.548555,8.299179,0.750624,0.643
"1267","NGFRAP1","hurdle",4.78379912446775e-05,8.829456,9.753932,0.924476,0.643
"1180","MLLT11","hurdle",1.62739364488587e-06,5.798632,6.994942,1.19631,0.643
"1190","MPC2","hurdle",1.66596057285383e-08,7.624835,8.738407,1.113572,0.642
"1160","MCOLN3","hurdle",1.27524841056827e-09,4.347075,6.425144,2.078069,0.642
"653","FAM213A","hurdle",1.20300120689055e-06,7.124465,8.168812,1.044347,0.642
"467","CRH","hurdle",1.64345362666223e-15,3.027665,7.751364,4.723699,0.642
"53","AGT","hurdle",3.57733583026524e-08,6.747296,8.831144,2.083848,0.642
"586","ENPP1","hurdle",8.3730159224347e-09,4.413633,6.381222,1.967589,0.641
"461","CPNE3","hurdle",3.68262146645957e-06,7.197022,8.168306,0.971284,0.641
"2073","VSTM2L","hurdle",2.52969743356058e-13,2.63108,5.336638,2.705558,0.64
"2023","TUSC3","hurdle",2.47438247332596e-05,8.636359,9.450528,0.814169,0.64
"895","HSD17B14","hurdle",1.41485993685371e-08,5.717849,7.385776,1.667927,0.64
"148","ASPHD1","hurdle",1.04434332615064e-06,5.157197,6.358613,1.201416,0.64
"346","CD99","hurdle",2.26395928610601e-05,8.775252,9.9509,1.175648,0.639
"1651","SCGB2A1","hurdle",6.40380576609174e-06,7.215505,8.023484,0.807979,0.638
"1802","SPC25","hurdle",3.76928244475665e-09,4.489437,6.42879,1.939353,0.637
"976","KCNH6","hurdle",1.6042023848212e-09,4.553531,6.501659,1.948128,0.637
"404","CHST9","hurdle",3.51072306484303e-07,5.317336,6.661193,1.343857,0.637
"160","ATP6AP2","hurdle",1.62766059732825e-07,8.232686,9.203833,0.971147,0.637
"89","ANXA7","hurdle",4.35200055384551e-06,7.858592,8.8519,0.993308000000001,0.637
"41","ADCY1","hurdle",8.79374925530168e-12,3.525159,6.488906,2.963747,0.637
"1526","PTPRN2","hurdle",1.65286447026288e-09,7.312181,8.906868,1.594687,0.634
"162","ATP6V0B","hurdle",5.43620668619198e-06,9.029179,9.874382,0.845203000000001,0.634
"1","A1CF","hurdle",5.00589231983654e-06,5.625254,6.886928,1.261674,0.634
"1430","PLD3","hurdle",6.3868603284993e-05,8.674816,9.556206,0.88139,0.633
"435","CNTN4","hurdle",6.48151863109627e-10,3.549795,5.680696,2.130901,0.633
"2089","WFS1","hurdle",2.10127536033651e-09,6.970818,8.877201,1.906383,0.632
"1971","TP53I13","hurdle",8.79367378056709e-08,5.634149,7.04328,1.409131,0.632
"1828","SSX2IP","hurdle",3.47880913084992e-07,5.717911,7.012709,1.294798,0.632
"1010","KIF12","hurdle",6.87066325223055e-08,5.434292,7.296346,1.862054,0.631
"757","GCNT1","hurdle",5.38826492036286e-07,5.197585,6.827462,1.629877,0.631
"477","CSGALNACT1","hurdle",1.31110211228961e-08,4.406505,6.216974,1.810469,0.631
"299","CAMK2G","hurdle",4.96076615359926e-11,4.963327,7.021556,2.058229,0.631
"208","BSG","hurdle",3.9172844787317e-05,9.208106,10.059583,0.851476999999999,0.631
"1463","PPM1K","hurdle",1.07401070157011e-06,5.545417,7.028925,1.483508,0.63
"746","GALNT13","hurdle",5.66022913922301e-12,2.83986,5.716415,2.876555,0.629
"1549","RAB3C","hurdle",1.19060510247004e-06,4.665956,6.016432,1.350476,0.628
"1385","PDZK1","hurdle",3.7079860290806e-09,2.944517,5.125358,2.180841,0.628
"984","KCNK16","hurdle",3.04745196989602e-06,5.753006,7.338859,1.585853,0.628
"308","CBX6","hurdle",3.98584302616918e-05,6.65662,7.56952,0.9129,0.628
"1583","RFX6","hurdle",2.7410016300619e-07,5.915617,7.569859,1.654242,0.627
"1537","QDPR","hurdle",3.44692155890928e-06,8.051388,9.154266,1.102878,0.627
"1253","NDUFB8","hurdle",8.88615309383681e-05,8.196685,8.95209,0.755405,0.627
"1658","SDC2","hurdle",0.000123276553324655,7.088358,7.896535,0.808177,0.626
"1434","PLIN3","hurdle",6.50659334760154e-08,6.181588,7.612067,1.430479,0.626
"432","CNPY2","hurdle",0.000253775520215316,7.951707,8.69465,0.742942999999999,0.626
"1674","SERPINI1","hurdle",7.26339735137285e-08,4.83426,7.354905,2.520645,0.625
"589","ENTPD6","hurdle",5.62583161511595e-06,5.711436,6.898615,1.187179,0.625
"2077","VWA5B2","hurdle",3.30680643342394e-06,5.366085,6.894872,1.528787,0.623
"1827","SSTR3","hurdle",6.94897739311975e-09,3.788417,5.908171,2.119754,0.623
"1779","SMPD1","hurdle",1.45389601505099e-05,6.835182,7.727893,0.892711,0.623
"1337","PARM1","hurdle",4.23927686828906e-05,7.635339,8.748112,1.112773,0.623
"1186","MOB1B","hurdle",7.63418916161589e-08,5.375889,7.20975,1.833861,0.623
"2047","USH1C","hurdle",2.29003031895172e-05,6.229207,7.075698,0.846491,0.622
"1631","RUNDC3A","hurdle",5.87067237000606e-05,5.530094,6.501066,0.970972,0.622
"1595","RIMBP2","hurdle",8.65426205377586e-07,4.930285,6.558453,1.628168,0.622
"1325","P4HA2","hurdle",0.00010624093809587,7.125076,7.844927,0.719851,0.622
"1212","MUC13","hurdle",5.8624505194143e-07,6.762658,8.311896,1.549238,0.622
"756","GCH1","hurdle",9.7475163405763e-06,6.805129,8.130495,1.325366,0.622
"587","ENPP2","hurdle",7.50261766169655e-07,7.593847,9.206138,1.612291,0.622
"532","DMKN","hurdle",7.07127623512932e-05,6.053951,6.983944,0.929993000000001,0.622
"1379","PDK4","hurdle",3.91343517179773e-08,7.554343,10.501514,2.947171,0.621
"967","KCNA5","hurdle",1.51947368950573e-06,4.724674,5.980094,1.25542,0.621
"884","HPS1","hurdle",3.49641487554097e-06,6.506746,7.806566,1.29982,0.621
"785","GNAZ","hurdle",5.50423799344985e-06,4.94189,6.372847,1.430957,0.621
"606","ETFDH","hurdle",3.42127243156631e-06,5.265188,6.98302,1.717832,0.621
"550","DPM3","hurdle",2.82143467707601e-05,6.745047,7.680271,0.935224000000001,0.621
"1924","TMED4","hurdle",9.09341093133836e-06,6.797332,7.822041,1.024709,0.62
"1747","SLC37A4","hurdle",1.53117216910087e-08,6.134719,7.60565,1.470931,0.62
"1886","TCTA","hurdle",2.41263389557579e-05,6.226626,7.370769,1.144143,0.619
"1698","SIL1","hurdle",0.000231695394065534,7.26363,8.084446,0.820816,0.619
"1677","SEZ6L","hurdle",5.1426743216507e-08,4.991301,7.051341,2.06004,0.619
"1293","NPC1L1","hurdle",1.28792853789764e-10,3.541956,6.515168,2.973212,0.619
"784","GNAO1","hurdle",3.53523691582037e-06,4.522902,5.978287,1.455385,0.619
"602","ERP29","hurdle",5.89340235858226e-06,8.895373,9.612173,0.716800000000001,0.619
"1964","TMX4","hurdle",0.000102994425249867,6.91208,7.65031,0.738230000000001,0.618
"1948","TMEM45B","hurdle",1.51402667378346e-06,5.327138,7.36254,2.035402,0.618
"892","HS6ST3","hurdle",1.65689005444766e-06,4.720864,5.966436,1.245572,0.618
"1934","TMEM164","hurdle",5.72033557755941e-10,4.208843,6.620014,2.411171,0.617
"1306","NUCB1","hurdle",2.54289670505416e-06,7.597921,8.810441,1.21252,0.617
"838","H1F0","hurdle",5.92961687635225e-05,6.903603,7.847901,0.944298,0.617
"485","CTSZ","hurdle",6.14726449635028e-05,5.766851,7.097704,1.330853,0.617
"913","IFI27L1","hurdle",4.02076259801062e-05,5.170041,6.426268,1.256227,0.616
"399","CHID1","hurdle",4.82964167352705e-05,7.170072,8.151677,0.981604999999999,0.616
"1678","SEZ6L2","hurdle",1.74139006628196e-05,7.232593,8.110742,0.878149000000001,0.615
"918","IGFBPL1","hurdle",7.3786416597127e-09,3.752162,6.093245,2.341083,0.615
"588","ENSA","hurdle",0.000323888806086693,7.254792,7.772673,0.517881,0.615
"331","CCND3","hurdle",1.62068604455867e-05,5.927811,7.144315,1.216504,0.615
"1067","LIMCH1","hurdle",0.000821630905761361,6.857034,7.624092,0.767058,0.614
"94","APBB1","hurdle",0.000406622193795567,5.890173,6.971162,1.080989,0.614
"1485","PRDX2","hurdle",0.00300225224249779,8.672259,9.31517,0.642911,0.613
"1304","NRXN1","hurdle",4.21158296035915e-05,5.034607,6.219568,1.184961,0.612
"430","CNNM1","hurdle",2.98657338918914e-07,3.836513,6.163217,2.326704,0.612
"95","APH1B","hurdle",5.57445914170663e-05,5.603324,6.693891,1.090567,0.612
"1973","TPD52","hurdle",0.000233482061221117,8.424363,8.94101,0.516647000000001,0.611
"1687","SH3GL2","hurdle",3.97446220379134e-05,5.470163,6.657607,1.187444,0.611
"981","KCNK1","hurdle",0.000163597085682204,5.093612,6.206598,1.112986,0.611
"1730","SLC25A53","hurdle",3.34583007976207e-06,3.809448,5.233888,1.42444,0.61
"339","CD320","hurdle",5.04531870385773e-06,6.313139,7.446248,1.133109,0.61
"1778","SMOC1","hurdle",4.62822510588013e-06,5.143033,6.95129,1.808257,0.609
"1579","REEP4","hurdle",8.30738227788694e-09,5.19283,6.858532,1.665702,0.609
"1444","PODXL2","hurdle",4.11603347005467e-05,5.766613,6.987417,1.220804,0.609
"1392","PFN2","hurdle",6.21465835736709e-06,7.800923,8.778523,0.9776,0.609
"1154","MBOAT2","hurdle",7.01222441809822e-05,5.045797,6.299515,1.253718,0.609
"1015","KIF5C","hurdle",0.000345127304701975,6.075224,6.867106,0.791881999999999,0.609
"621","FADS1","hurdle",0.0002165651687344,6.523547,7.567897,1.04435,0.609
"80","ANK2","hurdle",5.75167973973675e-10,2.200757,5.107504,2.906747,0.609
"2103","YIPF6","hurdle",0.0033573309210075,6.932367,7.537244,0.604877,0.608
"1574","RCAN2","hurdle",0.000336229528424131,6.214014,7.027787,0.813773,0.608
"909","IDI1","hurdle",4.50888068638731e-07,6.76384,8.10135,1.33751,0.608
"1869","SYT7","hurdle",0.000310291189181801,6.204118,7.031683,0.827565,0.607
"1319","ORMDL2","hurdle",5.06603241946913e-05,7.010944,7.774965,0.764021,0.607
"1084","LRP11","hurdle",2.59913979249086e-06,5.939743,7.517449,1.577706,0.607
"979","KCNJ3","hurdle",1.90297256578558e-05,4.563694,6.015981,1.452287,0.607
"777","GLT1D1","hurdle",1.50643134534026e-16,-0.4064364,4.6425184,5.0489548,0.607
"344","CD82","hurdle",0.000135203616579006,6.620546,7.568412,0.947866,0.607
"170","ATRAID","hurdle",2.49768859209211e-07,7.950806,9.033443,1.082637,0.607
"1949","TMEM56","hurdle",2.56621579504486e-06,3.959663,5.515351,1.555688,0.606
"1437","PLOD3","hurdle",2.87106360081368e-06,5.97145,7.312413,1.340963,0.606
"371","CELF3","hurdle",2.2425823691909e-05,4.720732,5.96055,1.239818,0.606
"158","ATP6AP1","hurdle",8.41919176320198e-05,8.496394,9.626417,1.130023,0.606
"103","APOH","hurdle",2.71461533679993e-06,4.77742,6.121868,1.344448,0.606
"1591","RHBDD2","hurdle",0.000189460488769403,7.973087,8.89247,0.919383,0.604
"1587","RGS17","hurdle",0.000197889196494288,5.092472,5.936204,0.843732,0.604
"985","KCNK17","hurdle",6.84572160603197e-09,3.258697,6.005501,2.746804,0.604
"2065","VKORC1","hurdle",0.00251187774633567,8.306811,8.921613,0.614802000000001,0.603
"2025","TXNDC11","hurdle",3.17919934107246e-05,5.858507,7.036834,1.178327,0.603
"1324","P2RX4","hurdle",0.000471793763131883,6.331863,7.179869,0.848006,0.602
"552","DPP6","hurdle",0.000231257223783222,6.064304,7.087916,1.023612,0.602
"1654","SCN3B","hurdle",5.43231106922788e-05,4.580299,6.051893,1.471594,0.601
"1295","NPNT","hurdle",2.84532219051432e-06,5.429904,7.53721,2.107306,0.601
"930","IL6R","hurdle",2.93146299477379e-06,4.644636,6.129979,1.485343,0.601
"1283","NMB","hurdle",0.000331081954383949,5.233094,6.531651,1.298557,0.6
"1207","MTMR7","hurdle",5.69511987873395e-06,3.485318,5.201202,1.715884,0.6
"932","INA","hurdle",0.000482350383712901,6.455025,7.026537,0.571512,0.6
"793","GOLT1A","hurdle",0.000278084033258838,4.84091,5.974305,1.133395,0.6
"498","DAPK2","hurdle",1.42293587133709e-05,4.270166,5.641888,1.371722,0.6
"237","C1orf122","hurdle",0.000841514212107286,7.093295,7.634177,0.540882,0.6
"198","BEX2","hurdle",0.000995023380367851,7.442337,8.10362,0.661282999999999,0.6
"795","GPAA1","hurdle",0.00159739369137176,7.513517,8.209515,0.695997999999999,0.599
"789","GNG2","hurdle",0.000205067705069699,5.993418,7.016874,1.023456,0.599
"287","CACNB2","hurdle",1.08879089181498e-07,3.814956,5.882654,2.067698,0.599
"258","C3orf14","hurdle",0.000450286975724574,6.343448,7.038785,0.695336999999999,0.599
"156","ATP2B1","hurdle",0.000516484694145661,6.670246,7.36773,0.697484,0.599
"881","HOPX","hurdle",0.000275422106501751,5.234954,6.416333,1.181379,0.598
"622","FADS2","hurdle",0.000121098771960427,6.241211,7.353603,1.112392,0.598
"2149","ZNF467","hurdle",1.34286197427531e-05,3.752848,5.695102,1.942254,0.597
"1772","SMARCA1","hurdle",0.000303092678620481,6.659772,7.900059,1.240287,0.597
"986","KCNK3","hurdle",0.000924223881619748,6.24846,7.014297,0.765837,0.597
"947","IRF6","hurdle",0.000377824576289247,5.220654,6.463349,1.242695,0.597
"841","HAGH","hurdle",0.000127478082530819,6.564054,7.346909,0.782855000000001,0.597
"792","GOLGA7B","hurdle",0.000209110991157907,4.428416,5.74676,1.318344,0.597
"459","CPLX1","hurdle",6.54749076828575e-06,3.164875,5.215516,2.050641,0.597
"254","C2CD4B","hurdle",2.10978212888755e-05,4.24216,5.903584,1.661424,0.597
"81","ANKH","hurdle",0.00331500817765252,6.372615,7.117807,0.745192,0.597
"13","ABHD12","hurdle",0.00043418200780853,7.041973,7.892483,0.850510000000001,0.597
"1217","MYH10","hurdle",5.82028228138351e-07,6.134594,7.503468,1.368874,0.596
"631","FAM131C","hurdle",9.97452688992679e-05,4.398785,5.711927,1.313142,0.596
"593","EPHX2","hurdle",0.00126731470281444,5.971809,7.026616,1.054807,0.596
"484","CTNND2","hurdle",1.70068017711006e-05,3.75848,5.792317,2.033837,0.596
"1745","SLC36A4","hurdle",0.00323247723600515,6.031486,6.950312,0.918826,0.595
"802","GPR119","hurdle",8.39040925216881e-10,2.37938,5.739787,3.360407,0.595
"749","GAMT","hurdle",0.00331468506883952,6.620425,7.147006,0.526581,0.595
"565","EDIL3","hurdle",8.17223839420877e-06,5.11433,6.81517,1.70084,0.595
"1744","SLC35G2","hurdle",0.00106741441859526,5.133818,6.211497,1.077679,0.594
"1299","NR4A1","hurdle",0.000130182909448938,5.155486,6.24545,1.089964,0.594
"1116","MAGIX","hurdle",7.35933066540026e-05,4.165501,5.525952,1.360451,0.594
"575","ELL2","hurdle",8.19268854537459e-05,6.894637,7.949369,1.054732,0.594
"1611","ROBO2","hurdle",3.9336368973279e-05,4.447977,5.580114,1.132137,0.593
"574","EI24","hurdle",0.00825467869835701,7.560337,8.100229,0.539892000000001,0.593
"470","CRIP2","hurdle",0.00765190652928785,7.430718,8.074838,0.64412,0.593
"1939","TMEM198","hurdle",0.000139202347699888,4.079654,5.601774,1.52212,0.592
"1548","RAB3B","hurdle",5.23543246259573e-06,7.618965,8.903523,1.284558,0.592
"954","ITPK1","hurdle",0.000120939281317836,4.770797,6.156177,1.38538,0.592
"334","CD14","hurdle",0.000161682481322144,4.337532,5.616851,1.279319,0.592
"297","CAMK2B","hurdle",0.000727404772281544,5.822226,6.468337,0.646111,0.592
"2016","TUBA4A","hurdle",0.0113560208158205,7.272778,7.834919,0.562141,0.591
"1565","RAMP2","hurdle",1.44981106785385e-07,2.131338,4.640534,2.509196,0.591
"1136","MAPK8IP2","hurdle",0.000168722522242467,4.542611,5.687785,1.145174,0.591
"971","KCNC1","hurdle",4.69278751855439e-11,1.681125,4.686047,3.004922,0.591
"43","ADCY7","hurdle",5.58924878485697e-09,1.858214,5.206392,3.348178,0.591
"2102","YIPF2","hurdle",4.62666549081155e-07,6.373115,7.477788,1.104673,0.59
"1840","STAT4","hurdle",7.1290098959193e-06,3.680545,5.501797,1.821252,0.59
"1466","PPP1R14C","hurdle",4.12462242507658e-05,3.770491,5.415266,1.644775,0.59
"1182","MMAB","hurdle",0.00168855052751479,5.683959,6.504286,0.820327,0.59
"473","CRTAC1","hurdle",6.11838257527381e-10,1.392947,5.115298,3.722351,0.59
"442","COL9A2","hurdle",4.7260911173593e-07,2.815366,5.239992,2.424626,0.59
"2019","TUBG1","hurdle",0.000835831347837598,5.246661,6.211249,0.964588,0.589
"1857","SURF2","hurdle",0.00172702955986708,5.656955,6.549945,0.89299,0.589
"1576","REC8","hurdle",0.000966817228069089,4.880603,6.160835,1.280232,0.589
"1450","POMT1","hurdle",0.000160109327729496,4.792865,6.102271,1.309406,0.589
