"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.duct","log2fold_change","Auc"
"1759","SH3TC2","hurdle",0.249478790786501,-2.7875679,0.3481918,3.1357597,0.504
"1637","RGL4","hurdle",0.226991180440391,0.1952777,1.8034602,1.6081825,0.504
"1612","RBM15","hurdle",0.864420282027888,2.823767,3.415991,0.592224,0.504
"1571","PTPRO","hurdle",0.249478790786504,-1.715677,1.415672,3.131349,0.504
"1519","PPFIA4","hurdle",0.809071694144449,0.4263918,1.1716354,0.7452436,0.504
"1516","POU2F3","hurdle",0.249478790786501,-3.1933391,-0.8728462,2.3204929,0.504
"1367","NUDT6","hurdle",0.0416429700056771,2.10834,3.378913,1.270573,0.504
"1360","NTN1","hurdle",0.872327519197781,1.54101,2.096826,0.555816,0.504
"1258","MSX2","hurdle",0.804428340144198,-0.5367942,0.3555205,0.8923147,0.504
"1147","LRRK2","hurdle",0.192825657694896,1.598024,2.761248,1.163224,0.504
"1107","LCA5L","hurdle",0.827342081578604,1.127137,1.891703,0.764566,0.504
"999","ITIH3","hurdle",0.249478790786503,-1.4741692,-0.5443665,0.9298027,0.504
"927","HTR1D","hurdle",0.249478790786503,-2.876763,-1.027788,1.848975,0.504
"821","GLRB","hurdle",0.70971130524935,4.553855,5.054767,0.500912,0.504
"781","FZD9","hurdle",0.249478790786499,-1.9606936,-0.3523487,1.6083449,0.504
"771","FRMD5","hurdle",0.308688025832925,1.438758,2.619157,1.180399,0.504
"630","ENTPD8","hurdle",0.835522902181566,0.9399817,1.9227019,0.9827202,0.504
"520","CYP4V2","hurdle",0.00312352636263088,5.844727,6.516262,0.671535,0.504
"515","CYP2C18","hurdle",0.249478790786504,-3.2158452,-0.9115488,2.3042964,0.504
"476","CRCT1","hurdle",0.249478790786502,-1.632614,1.290382,2.922996,0.504
"470","COLEC10","hurdle",0.2494787907865,-2.3844977,-0.2623953,2.1221024,0.504
"468","COL8A2","hurdle",0.249478790786499,-1.967007,-0.6330288,1.3339782,0.504
"448","CLLU1OS","hurdle",0.249478790786503,-2.8017821,0.3481918,3.1499739,0.504
"397","CEP290","hurdle",0.0765475616417735,4.609081,5.142629,0.533548000000001,0.504
"373","CDH15","hurdle",0.249478790786504,-1.9770219,-0.8295425,1.1474794,0.504
"368","CD8B","hurdle",0.249478790786502,-2.309897,1.126875,3.436772,0.504
"359","CD300A","hurdle",0.249478790786502,-1.8618149,0.9424842,2.8042991,0.504
"291","C9orf66","hurdle",0.70769645330303,0.4977232,1.6524387,1.1547155,0.504
"285","C8orf34","hurdle",0.2494787907865,-3.1270648,-0.4135583,2.7135065,0.504
"190","B3GALT1","hurdle",0.249478790786502,-1.966775,-1.196657,0.770118,0.504
"160","ART5","hurdle",0.2494787907865,-1.9627694,-0.2301292,1.7326402,0.504
"4","ABCG4","hurdle",0.249478790786502,-2.1275936,-0.6330288,1.4945648,0.504
"2305","ZNF550","hurdle",0.44500764280048,2.355766,2.992078,0.636312,0.503
"2229","WNT7B","hurdle",0.828635358163369,2.272487,2.882026,0.609539,0.503
"2192","VGLL1","hurdle",0.417120353804423,-2.1525536,0.9456523,3.0982059,0.503
"2179","UTS2","hurdle",0.828341648340472,-1.742301,-0.8295425,0.9127585,0.503
"2131","TSPAN18","hurdle",0.417120353804413,-1.201867,0.223708,1.425575,0.503
"2060","TMPRSS4","hurdle",0.417120353804418,-1.044776,1.157246,2.202022,0.503
"1999","TIE1","hurdle",0.417120353804408,-0.581695,0.223708,0.805403,0.503
"1976","TERF2","hurdle",0.0327913284776378,4.016474,4.539741,0.523267000000001,0.503
"1973","TDRD1","hurdle",0.417120353804413,-1.4524697,0.7925844,2.2450541,0.503
"1959","TAS2R30","hurdle",0.417120353804426,-1.9089811,0.6196288,2.5286099,0.503
"1918","STRN3","hurdle",0.11947735545898,5.40855,6.05525,0.6467,0.503
"1897","SSUH2","hurdle",0.577948633032333,-0.9191073,0.8243959,1.7435032,0.503
"1871","SPAG5","hurdle",0.642512078620456,0.1245453,1.4585068,1.3339615,0.503
"1869","SP6","hurdle",0.417120353804423,-1.8835612,0.5609839,2.4445451,0.503
"1868","SP5","hurdle",0.41712035380441,-1.2118942,0.9663665,2.1782607,0.503
"1864","SOX8","hurdle",0.315270511828619,-1.19526,1.064928,2.260188,0.503
"1779","SLC15A3","hurdle",0.707106724766495,0.296184,1.222872,0.926688,0.503
"1651","RIBC2","hurdle",0.607295059007548,-1.0061124,0.6797332,1.6858456,0.503
"1614","RBM44","hurdle",0.470602683037551,-1.3751683,0.7247112,2.0998795,0.503
"1589","RAD51AP1","hurdle",0.409101942110948,0.5987843,2.1242353,1.525451,0.503
"1556","PSMC3IP","hurdle",0.482284441879408,1.073363,2.110092,1.036729,0.503
"1542","PRMT3","hurdle",0.95161264071162,3.22313,3.732336,0.509206,0.503
"1484","PLCL1","hurdle",0.439140933163946,-1.7300168,0.3481918,2.0782086,0.503
"1478","PLA2G4F","hurdle",0.417120353804416,-1.3792646,0.6196288,1.9988934,0.503
"1455","PHACTR3","hurdle",0.417120353804405,-1.0592574,0.2836059,1.3428633,0.503
"1451","PFKFB1","hurdle",0.417120353804405,-2.332475,-0.8295425,1.5029325,0.503
"1384","ORM1","hurdle",0.417120353804426,-2.507759,0.9721756,3.4799346,0.503
"1368","NUF2","hurdle",0.738382312259329,-0.4112339,0.8244111,1.235645,0.503
"1348","NPY5R","hurdle",0.417120353804416,-1.5567077,-0.6760401,0.8806676,0.503
"1323","NGF","hurdle",0.348665575603143,0.9887044,2.551599,1.5628946,0.503
"1275","MYO15A","hurdle",0.906561893240384,0.850429,1.632904,0.782475,0.503
"1164","LYSMD4","hurdle",0.282289508607197,2.167445,2.785738,0.618293,0.503
"1155","LTK","hurdle",0.417120353804408,-1.687093,-0.631242,1.055851,0.503
"1058","KLHDC7B","hurdle",0.417120353804428,-0.6408879,0.3622938,1.0031817,0.503
"1023","KCNS1","hurdle",0.249478790786499,-3.250564,-2.339233,0.911331,0.503
"867","HAVCR2","hurdle",0.417120353804428,-0.8106243,0.7438882,1.5545125,0.503
"812","GIMAP2","hurdle",0.661069479405937,-0.7500602,0.7762097,1.5262699,0.503
"759","FOXD2","hurdle",0.221842634653957,-1.31761538,0.08627321,1.40388859,0.503
"724","FEM1C","hurdle",0.137157132129344,4.315831,4.846102,0.530271,0.503
"715","FBN2","hurdle",0.740737700040567,-0.5413123,0.8234262,1.3647385,0.503
"713","FBF1","hurdle",0.0777701050093839,0.7411236,2.2215897,1.4804661,0.503
"700","FAM66C","hurdle",0.909019137333869,0.373532,1.381767,1.008235,0.503
"629","ENPP6","hurdle",0.528514731655827,-0.4776058,0.7247112,1.202317,0.503
"606","EFHB","hurdle",0.519108122632652,-0.6982276,1.1950458,1.8932734,0.503
"558","DHX58","hurdle",0.964551079286836,2.124402,3.349097,1.224695,0.503
"502","CX3CR1","hurdle",0.188105323529613,-0.5109125,2.7349635,3.245876,0.503
"464","CNTD1","hurdle",0.724143720300593,0.375238,1.592453,1.217215,0.503
"356","CD177","hurdle",0.417120353804408,-2.3170474,-0.6330288,1.6840186,0.503
"352","CCNB2","hurdle",0.809983074368912,0.265881,1.031004,0.765123,0.503
"297","CACNA1F","hurdle",0.236597390646543,-1.468429,1.223984,2.692413,0.503
"259","C19orf52","hurdle",0.368536432034739,3.802283,4.366024,0.563741,0.503
"254","C16orf71","hurdle",0.763427633395504,0.1336021,1.1242721,0.99067,0.503
"237","BTN3A1","hurdle",0.917496495266252,2.885073,3.417432,0.532359,0.503
"234","BTBD8","hurdle",0.777499855540888,0.3771866,1.1621469,0.7849603,0.503
"208","BCL11B","hurdle",0.249478790786503,-1.4394294,0.6436482,2.0830776,0.503
"112","AOAH","hurdle",0.417120353804428,-2.3561242,-0.6330288,1.7230954,0.503
"85","ALOX12B","hurdle",0.417120353804416,-1.329173,-0.2192655,1.1099075,0.503
"81","ALDH3A1","hurdle",0.672655144002353,-0.7796508,0.7607617,1.5404125,0.503
"2332","ZNF728","hurdle",0.87610343159416,-1.5731918,-0.9351169,0.6380749,0.502
"2330","ZNF713","hurdle",0.719120589544156,0.9714759,1.5036038,0.5321279,0.502
"2311","ZNF587B","hurdle",0.732571438632202,2.717584,3.278147,0.560563,0.502
"2259","ZKSCAN2","hurdle",0.15578233995105,2.08849,2.911542,0.823052,0.502
"2243","ZBTB40","hurdle",0.700980474103434,4.102325,4.682813,0.580488,0.502
"2234","XDH","hurdle",0.773175058260049,1.24869,2.243785,0.995095,0.502
"2211","WBSCR28","hurdle",0.686010308668629,-0.5606738,0.8298115,1.3904853,0.502
"2206","VWA3B","hurdle",0.840735323528858,-0.9885944,-0.3883145,0.6002799,0.502
"2141","TTC5","hurdle",0.63024375730527,4.158547,4.668097,0.50955,0.502
"1907","STIL","hurdle",0.674077210102985,1.42698,2.259213,0.832233,0.502
"1879","SPI1","hurdle",0.762518080954485,-0.7018219,0.2363672,0.9381891,0.502
"1862","SOWAHD","hurdle",0.451856728041771,-0.9201626,0.7199318,1.6400944,0.502
"1859","SORCS1","hurdle",0.81929682327987,-1.6352,-1.126823,0.508377,0.502
"1834","SLCO2A1","hurdle",0.280549435774247,1.837573,3.591993,1.75442,0.502
"1756","SH2D5","hurdle",0.790431581114326,-1.5206534,-0.5443665,0.9762869,0.502
"1626","RDH5","hurdle",0.680273153211735,1.454019,2.355898,0.901879,0.502
"1606","RASL11B","hurdle",0.672951967936844,-0.3735472,0.815279,1.1888262,0.502
"1552","PRSS36","hurdle",0.857426836370891,-1.3634045,-0.7792807,0.5841238,0.502
"1443","PECAM1","hurdle",0.411544821732619,-1.5145284,0.7089031,2.2234315,0.502
"1015","KCNIP3","hurdle",0.681687110713209,0.06384264,0.91683789,0.85299525,0.502
"916","HS3ST2","hurdle",0.891254098295441,0.3250443,0.9485436,0.6234993,0.502
"912","HPDL","hurdle",0.407019514491054,-1.0603488,0.6436482,1.703997,0.502
"870","HCG25","hurdle",0.562907072587641,-1.859099,-1.329613,0.529486,0.502
"782","GABRA2","hurdle",0.885608630162206,0.3712498,0.9453178,0.574068,0.502
"744","FIGNL1","hurdle",0.958720779504394,2.621941,3.29276,0.670819,0.502
"704","FAM83E","hurdle",0.867108074048477,-0.2310751,0.3732183,0.6042934,0.502
"695","FAM46B","hurdle",0.59039264457313,0.7169144,1.6089899,0.8920755,0.502
"684","FAM173B","hurdle",0.881338853197008,4.234329,4.784238,0.549909,0.502
"663","EXOC3L4","hurdle",0.029974428026644,-2.665487,1.018394,3.683881,0.502
"597","EAF2","hurdle",0.230638825481195,2.689773,3.34402,0.654247,0.502
"430","CLASP1","hurdle",0.0134408962898714,4.387684,5.214559,0.826875,0.502
"396","CEP128","hurdle",0.937299007415841,-0.05873899,0.8642665,0.92300549,0.502
"345","CCDC81","hurdle",0.822749974538485,-0.9487386,-0.3272659,0.6214727,0.502
"327","CBWD3","hurdle",0.889944781412149,1.454088,1.96104,0.506952,0.502
"114","AOC3","hurdle",0.885705376975451,-0.5993183,0.8326168,1.4319351,0.502
"48","ADM5","hurdle",0.187776608216464,-2.3010748,0.9453178,3.2463926,0.502
"40","ADAMTS17","hurdle",0.2554312007184,-0.2288002,1.3436166,1.5724168,0.502
"16","ACOT11","hurdle",0.0980227525140319,3.21702,3.88536,0.66834,0.502
"2344","ZNF880","hurdle",0.289702829359597,3.066382,4.004298,0.937916,0.501
"2136","TSTD2","hurdle",0.18089987742302,3.769664,4.477972,0.708308,0.501
"2093","TPSB2","hurdle",0.52775415255564,-1.0810377,0.2792318,1.3602695,0.501
"1968","TCF12","hurdle",0.0204506067009618,4.812364,5.388999,0.576635,0.501
"1960","TAS2R4","hurdle",0.832059991176787,-0.004285832,0.643648183,0.647934015,0.501
"1790","SLC1A3","hurdle",0.766280566638219,0.8577347,1.4227697,0.565035,0.501
"1768","SHROOM4","hurdle",0.832551842769637,0.43953,0.9915353,0.5520053,0.501
"1416","PCBP4","hurdle",0.178732605965759,4.349766,4.87761,0.527844,0.501
"1383","ORC1","hurdle",0.68571645170622,-0.8035081,0.223708,1.0272161,0.501
"1287","NANOS3","hurdle",0.449258734422206,0.796442,1.687918,0.891476,0.501
"1228","MIS12","hurdle",0.19214902160306,4.225473,4.796896,0.571423,0.501
"1204","MEP1B","hurdle",0.754899161796227,0.03680425,0.9453178,0.90851355,0.501
"1178","MAP2K5","hurdle",0.177602178969451,3.488943,4.047834,0.558891,0.501
"1047","KIF4A","hurdle",0.714511490641073,0.06942512,0.91401815,0.84459303,0.501
"1046","KIF26B","hurdle",0.130984114009746,1.799649,2.864911,1.065262,0.501
"1039","KIAA1683","hurdle",0.613896776336956,0.1775464,1.1676393,0.9900929,0.501
"1032","KIAA0825","hurdle",0.198993741678208,1.601704,2.583452,0.981748,0.501
"1009","KATNB1","hurdle",0.41232969611448,4.321891,4.991353,0.669462,0.501
"914","HRCT1","hurdle",0.643088303161076,0.1465232,1.0760176,0.9294944,0.501
"884","HIST1H2AE","hurdle",0.551034528050636,0.9411096,1.7148339,0.7737243,0.501
"751","FLT1","hurdle",0.859508024111117,0.1642886,1.3138624,1.1495738,0.501
"548","DGKG","hurdle",0.557118970123776,1.154517,1.913297,0.75878,0.501
"348","CCDC96","hurdle",0.373833514473139,1.383637,2.226989,0.843352,0.501
"337","CCDC154","hurdle",0.160094650248553,-1.683538,0.657478,2.341016,0.501
"268","C1QB","hurdle",0.605768192858673,-0.08828215,1.11923951,1.20752166,0.501
"117","AP4S1","hurdle",0.476379978457147,2.692468,3.667257,0.974789,0.501
"2321","ZNF674","hurdle",0.205332225774002,1.31146,2.072298,0.760838,0.5
"2314","ZNF624","hurdle",0.705571814742155,1.422334,1.995876,0.573542,0.5
"2238","YPEL4","hurdle",0.276108645318867,-0.8298824,0.6614911,1.4913735,0.5
"2184","VASH2","hurdle",0.927073077432138,0.6077287,1.2720903,0.6643616,0.5
"2143","TTC9B","hurdle",0.48899270199782,-0.3325998,0.6531359,0.9857357,0.5
"1980","TEX22","hurdle",0.523337632022717,-0.6048423,0.6797332,1.2845755,0.5
"1979","TEX10","hurdle",0.0702183137614846,4.150051,4.660741,0.510689999999999,0.5
"1908","STK11","hurdle",0.539565733764531,3.690069,4.26217,0.572101,0.5
"1880","SPINK5","hurdle",0.579677857832312,-0.394086,0.6093693,1.0034553,0.5
"1842","SMAD6","hurdle",0.999807199664403,0.4578509,1.5037648,1.0459139,0.5
"1762","SHC3","hurdle",0.984834368506404,-0.02978942,1.20127048,1.2310599,0.5
"1713","SCYL3","hurdle",0.318909254293373,3.61946,4.285397,0.665937,0.5
"1701","SAPCD2","hurdle",0.822970718767637,0.6384451,1.4016351,0.76319,0.5
"1667","RNF38","hurdle",0.0105526178686225,4.367068,5.06706,0.699992,0.5
"1511","POLG2","hurdle",0.199880656647181,2.752764,3.385495,0.632731,0.5
"1351","NR2C1","hurdle",0.109492512965772,4.472389,5.019128,0.546739000000001,0.5
"1291","NBPF15","hurdle",0.701708346957257,0.6775889,1.8325204,1.1549315,0.5
"1272","MYH3","hurdle",0.336748813965741,0.3708357,1.4062323,1.0353966,0.5
"1193","MBTD1","hurdle",0.765019779802712,2.707688,3.207884,0.500196,0.5
"1062","KLHL35","hurdle",0.45752696271537,1.890759,2.490532,0.599773,0.5
"858","GUCA2B","hurdle",0.247331945024156,2.390209,4.242842,1.852633,0.5
"701","FAM71A","hurdle",0.793309322964952,0.4764373,1.0628164,0.5863791,0.5
"560","DISC1","hurdle",0.484723850780744,0.0007739404,0.8102862063,0.8095122659,0.5
"537","DDX43","hurdle",0.62536875989003,-0.5213601,0.4221236,0.9434837,0.5
"531","DCHS1","hurdle",0.994598260933653,1.693671,2.398589,0.704918,0.5
"465","CNTNAP3","hurdle",0.121857418606891,-1.225491,0.702271,1.927762,0.5
"284","C7orf31","hurdle",0.450129103842642,1.926267,2.820441,0.894174,0.5
"279","C3orf70","hurdle",0.999967963738414,-0.2199442,0.848893,1.0688372,0.5
"233","BTBD16","hurdle",0.67730461825401,-0.4461538,0.223708,0.6698618,0.5
"203","BATF","hurdle",0.276396772806125,0.3291467,1.570172,1.2410253,0.5
"161","ASAH2","hurdle",0.600675927002025,-0.1029796,1.3114783,1.4144579,0.5
"139","ARHGAP30","hurdle",0.603806420331732,-0.2671953,0.7438882,1.0110835,0.5
"2294","ZNF391","hurdle",0.633641829865029,0.3273962,1.1157875,0.7883913,0.499
"2255","ZFP30","hurdle",0.345850465596528,2.273704,3.016502,0.742798,0.499
"2116","TRPM8","hurdle",0.622103529048985,0.4473455,1.0752561,0.6279106,0.499
"1952","TAGAP","hurdle",0.88407985984073,-1.855968,-1.314865,0.541103,0.499
"1787","SLC19A2","hurdle",0.17082804796907,3.617926,4.273606,0.65568,0.499
"1781","SLC16A13","hurdle",0.992621604647943,1.318265,1.856978,0.538713,0.499
"1752","SGK3","hurdle",0.300171177221529,1.542242,2.236954,0.694712,0.499
"1635","RFTN1","hurdle",0.578719962299099,2.460765,2.983649,0.522884,0.499
"1394","P2RY11","hurdle",0.156671189325183,0.3997692,1.6623428,1.2625736,0.499
"1101","LAPTM5","hurdle",0.465041765231593,-0.355669,1.212854,1.568523,0.499
"1069","KNTC1","hurdle",0.0377049223340233,0.4301602,2.1994517,1.7692915,0.499
"945","IFNLR1","hurdle",0.0506401592130693,1.811504,3.360958,1.549454,0.499
"903","HMMR","hurdle",0.538751698525339,0.02240647,0.86603738,0.84363091,0.499
"818","GK","hurdle",0.395313828669201,3.437025,4.012462,0.575437,0.499
"803","GDF11","hurdle",0.0723552652606445,3.150454,3.810563,0.660109,0.499
"680","FAM150A","hurdle",0.430609626609716,-0.2392681,0.7464354,0.9857035,0.499
"608","EFNA3","hurdle",0.482735823686468,1.237523,1.873514,0.635991,0.499
"467","COL4A5","hurdle",0.326095529033121,-0.074256,1.610006,1.684262,0.499
"378","CDHR2","hurdle",0.191859450880717,0.663303,1.929065,1.265762,0.499
"298","CACNA2D4","hurdle",0.60609781491972,-0.1395128,0.5846797,0.7241925,0.499
"283","C6orf223","hurdle",0.0258042532895743,-0.4370243,1.8241489,2.2611732,0.499
"60","AGMAT","hurdle",0.271756942398697,1.352774,2.197635,0.844861,0.499
"1962","TBC1D12","hurdle",0.826069655586023,3.204871,3.737935,0.533064,0.498
"1735","SERINC5","hurdle",0.0839820545221934,4.99527,5.504323,0.509053000000001,0.498
"1657","RLN1","hurdle",0.587278909285233,0.06608459,0.8243959,0.75831131,0.498
"1501","PLK4","hurdle",0.534280140648113,0.06914549,0.78206988,0.71292439,0.498
"1334","NME9","hurdle",0.97634303127842,-0.1267379,0.394498,0.5212359,0.498
"1249","MRO","hurdle",0.545852626741337,0.462132,1.060391,0.598259,0.498
"1153","LTB4R","hurdle",0.182094024762377,1.744457,2.874056,1.129599,0.498
"991","ITGA9","hurdle",0.277400172320204,-0.01893832,1.09210185,1.11104017,0.498
"973","INCENP","hurdle",0.319138473740276,0.4040235,1.2460296,0.8420061,0.498
"885","HIST1H4J","hurdle",0.49865041259714,-0.5802559,1.0364061,1.616662,0.498
"852","GSTCD","hurdle",0.168682392414002,3.144173,3.746149,0.601976,0.498
"832","GORASP1","hurdle",0.150471420376153,4.574979,5.231394,0.656415,0.498
"831","GORAB","hurdle",0.349445543430395,3.704242,4.223998,0.519756,0.498
"760","FOXL1","hurdle",0.269378688064308,-0.1362413,1.0484832,1.1847245,0.498
"300","CACNG8","hurdle",0.264508949795108,-0.4549704,1.1745675,1.6295379,0.498
"257","C18orf54","hurdle",0.363385999406051,-0.07405617,0.93756854,1.01162471,0.498
"1288","NANP","hurdle",0.228825670518669,3.138863,3.716528,0.577665,0.497
"534","DDAH1","hurdle",0.0336410740432451,5.791724,6.298633,0.506908999999999,0.497
"529","DCAF4L1","hurdle",0.0275637772243864,-1.265261,2.246563,3.511824,0.497
"374","CDH2","hurdle",0.513205527781308,1.845057,2.34555,0.500493,0.497
"333","CCDC144A","hurdle",0.0495890897557766,0.3999618,1.9359417,1.5359799,0.497
"238","BUD13","hurdle",0.185479062473727,3.426774,4.010204,0.58343,0.497
"230","BNIPL","hurdle",0.324340581473311,-0.4905841,0.2038423,0.6944264,0.497
"183","ATP6AP1L","hurdle",0.314775799619578,0.9626408,1.4821961,0.5195553,0.497
"2209","WBP2NL","hurdle",0.234930398615687,0.9210481,2.241892,1.3208439,0.496
"2121","TSC22D2","hurdle",0.0832051652603627,4.187226,4.724995,0.537769,0.496
"817","GJC1","hurdle",0.362836531474059,0.3293872,0.9455946,0.6162074,0.496
"765","FRAT2","hurdle",0.282642063665315,2.596284,3.190089,0.593805,0.496
"707","FANCA","hurdle",0.334220052711281,0.7383938,1.2766483,0.5382545,0.496
"100","ANKRD7","hurdle",0.367161686830603,0.7368267,1.6118679,0.8750412,0.496
"2127","TSPAN10","hurdle",0.0714569445801164,0.6298311,1.6862356,1.0564045,0.495
"987","ISYNA1","hurdle",0.130280842082628,6.292368,6.895709,0.603341,0.495
"938","IFI27","hurdle",0.156376001100984,2.466388,3.956309,1.489921,0.495
"668","EZH2","hurdle",0.770853427231824,2.057224,2.700265,0.643041,0.495
"1410","PARP11","hurdle",0.195133961731557,2.469666,3.448374,0.978708,0.494
"1326","NHSL1","hurdle",0.638318401703337,3.8932,4.463338,0.570138,0.494
"1263","MTMR14","hurdle",0.0477494730083687,4.892839,5.408582,0.515743,0.494
"1218","MFSD6L","hurdle",0.0783781552673457,2.375047,3.001303,0.626256,0.494
"763","FPGT","hurdle",0.0617652692803739,3.964626,4.631748,0.667122,0.494
"735","FGF2","hurdle",0.283557122016516,1.804962,2.334086,0.529124,0.494
"423","CIC","hurdle",0.0498231607387048,4.409039,4.959838,0.550799,0.494
"2273","ZNF222","hurdle",0.205839869237466,2.536264,3.069712,0.533448,0.493
"91","AMN","hurdle",0.338579602280616,1.771966,2.379806,0.60784,0.493
"1672","RP2","hurdle",0.291813346835837,3.33635,3.858535,0.522185,0.492
"846","GRIN2A","hurdle",0.269003987028505,2.458683,3.032299,0.573616,0.492
"2340","ZNF829","hurdle",0.262200380330866,1.975352,2.693229,0.717877,0.491
"1753","SGK494","hurdle",0.266037087892667,1.884088,3.180351,1.296263,0.491
"324","CATSPER2","hurdle",0.0108312464999492,2.693398,3.660467,0.967069,0.491
"1772","SIX4","hurdle",0.0476685705931381,1.387928,1.907646,0.519718,0.49
"1447","PEX13","hurdle",0.315550894435254,4.920611,5.461404,0.540793,0.49
"1061","KLHL32","hurdle",0.0309339826015421,2.048778,3.012982,0.964204,0.49
"840","GPR63","hurdle",0.0914939652866025,1.340599,2.139348,0.798749,0.49
"2212","WDR12","hurdle",0.399705150114865,4.263108,4.803608,0.5405,0.487
"401","CES3","hurdle",0.0198837941332455,1.549502,2.443961,0.894459,0.487
"354","CCZ1","hurdle",0.0975122151998989,4.117366,4.647545,0.530179,0.485
"527","DAZAP2","hurdle",1.81731694990555e-05,7.695075,8.32166,0.626585,0.483
"487","CTAGE1","hurdle",0.012036686590713,0.1371158,1.5232644,1.3861486,0.481
