"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.stellate","log2fold_change","Auc"
"2177","MED10","hurdle",2.53287407111959e-05,5.719834,6.610678,0.890844,0.629
"1881","JUNB","hurdle",3.08949208753998e-05,8.013619,8.892223,0.878603999999999,0.629
"1725","HSD17B1","hurdle",3.95443863114928e-08,3.381172,5.121202,1.74003,0.629
"1393","FIBP","hurdle",6.12019284273359e-05,6.738031,7.404903,0.666872,0.629
"1254","EXTL2","hurdle",5.44635134748224e-08,4.025254,5.610955,1.585701,0.629
"989","DEXI","hurdle",1.62872133855036e-07,4.994691,5.712632,0.717941,0.629
"263","ASNA1","hurdle",2.26512729431487e-05,6.79762,7.404972,0.607352,0.629
"4291","YPEL3","hurdle",2.21148152318851e-05,5.719883,6.462295,0.742412,0.628
"4167","UFM1","hurdle",2.74453019474998e-05,6.543884,7.24717,0.703285999999999,0.628
"4014","TP53I3","hurdle",3.61805295378386e-06,5.866189,6.787823,0.921634,0.628
"3831","TCF12","hurdle",1.70402782072251e-07,4.591826,6.040041,1.448215,0.628
"3791","TAF6","hurdle",6.32083816479946e-06,5.273146,6.298501,1.025355,0.628
"3772","SYNCRIP","hurdle",1.24328743034832e-05,6.442342,7.118329,0.675987,0.628
"3709","ST3GAL2","hurdle",1.18442452080651e-08,3.467872,5.529679,2.061807,0.628
"3156","RIC8A","hurdle",5.51516694913842e-06,5.740231,6.857649,1.117418,0.628
"2901","PRICKLE1","hurdle",5.14161760666814e-12,2.631395,5.407267,2.775872,0.628
"2702","PFDN4","hurdle",6.40811033595024e-06,5.513334,6.256504,0.743169999999999,0.628
"2449","NKD1","hurdle",1.83084371142442e-14,2.330164,5.130785,2.800621,0.628
"1666","HGS","hurdle",1.62685085229158e-06,5.969693,6.770736,0.801043,0.628
"1551","GNB4","hurdle",3.02440791519694e-09,3.619631,5.51107,1.891439,0.628
"774","CMSS1","hurdle",1.55997921610331e-06,4.460562,5.672158,1.211596,0.628
"411","C11orf58","hurdle",3.80816638753841e-05,7.490961,8.139751,0.64879,0.628
"357","BHMT2","hurdle",1.38763772621581e-10,2.908075,5.102408,2.194333,0.628
"292","ATP5J","hurdle",4.09957363152042e-05,8.285124,8.821614,0.536490000000001,0.628
"3720","STAMBPL1","hurdle",5.54197978425719e-12,2.517017,5.468042,2.951025,0.627
"3600","SMOX","hurdle",2.83676133059926e-11,2.96776,6.689226,3.721466,0.627
"2519","NT5C","hurdle",1.52515818752256e-06,5.722121,6.386237,0.664116000000001,0.627
"2366","MYO9B","hurdle",2.30988928271434e-09,2.991891,5.209752,2.217861,0.627
"2206","METTL9","hurdle",1.05199210730801e-05,6.682008,7.198993,0.516985,0.627
"2188","MEIS3","hurdle",4.35518623071513e-09,3.148064,4.783715,1.635651,0.627
"1974","KPNB1","hurdle",4.87528190458627e-05,6.728277,7.398778,0.670501,0.627
"1769","IFRD1","hurdle",1.16069815119328e-05,5.949743,7.168348,1.218605,0.627
"1624","GULP1","hurdle",1.05915198547483e-07,5.070774,5.761302,0.690528,0.627
"1253","EXT2","hurdle",4.66156829356199e-06,5.812828,6.987317,1.174489,0.627
"882","CSNK1E","hurdle",2.31618233588285e-06,5.252452,6.268479,1.016027,0.627
"688","CEP170","hurdle",2.26532344323031e-07,3.9408,5.473836,1.533036,0.627
"524","CAPZA1","hurdle",2.59937888655748e-06,6.951111,7.514132,0.563021,0.627
"428","C16orf91","hurdle",9.36192855020536e-08,4.441967,5.480992,1.039025,0.627
"202","ARFGAP1","hurdle",7.4342847657591e-07,5.087064,6.771999,1.684935,0.627
"31","ACBD6","hurdle",1.60108606580872e-06,5.349377,6.182807,0.833430000000001,0.627
"4206","VAT1","hurdle",3.44500964821546e-06,7.972348,8.953151,0.980803,0.626
"4187","USP16","hurdle",3.84897959713761e-05,6.464525,6.992406,0.527881,0.626
"4034","TRAF7","hurdle",3.52305927867926e-07,5.338402,5.936077,0.597675,0.626
"3779","SZRD1","hurdle",5.16761303499043e-05,6.210562,7.049354,0.838792,0.626
"3422","SERTAD1","hurdle",2.16656690213922e-07,4.421747,5.8678,1.446053,0.626
"3406","SEPT2","hurdle",5.02341899523372e-06,7.991388,8.510342,0.518954,0.626
"2939","PSD3","hurdle",7.67159996490244e-07,4.933085,6.024488,1.091403,0.626
"2495","NQO2","hurdle",1.27907391148758e-06,4.926839,6.415849,1.48901,0.626
"2141","MAP4K5","hurdle",1.23978396820831e-05,5.677201,6.557353,0.880152,0.626
"1798","IL1R1","hurdle",6.83806622020533e-08,4.077498,5.827289,1.749791,0.626
"1640","HBP1","hurdle",1.6491490363951e-06,5.640963,7.081172,1.440209,0.626
"1618","GTPBP4","hurdle",8.53123729146771e-06,5.729404,6.509138,0.779734,0.626
"1605","GRWD1","hurdle",3.06198738152054e-06,4.946183,5.949485,1.003302,0.626
"1177","EMC8","hurdle",1.27787130136293e-05,5.234068,6.166559,0.932491000000001,0.626
"874","CRYAB","hurdle",4.58887254955126e-10,3.479533,5.40519,1.925657,0.626
"324","BAD","hurdle",9.27923049375969e-07,6.222821,6.822389,0.599568000000001,0.626
"264","ASNS","hurdle",1.12155882582172e-05,6.143723,7.370686,1.226963,0.626
"49","ACTR3","hurdle",3.58314299555935e-05,7.066569,7.991048,0.924479,0.626
"4294","YY1","hurdle",0.000117972172406285,5.979041,6.806061,0.82702,0.625
"4180","UQCRC2","hurdle",5.25482850906865e-05,7.199778,7.702509,0.502731,0.625
"3770","SYF2","hurdle",4.54187058182292e-05,6.692014,7.20315,0.511136,0.625
"3358","SAT2","hurdle",2.27271745347731e-05,6.90833,7.426221,0.517891,0.625
"2458","NME4","hurdle",0.000274979874226807,7.02628,7.716256,0.689976,0.625
"2419","NDUFV3","hurdle",3.56401005013457e-05,6.483628,7.180397,0.696769,0.625
"2297","MRPL47","hurdle",7.3663719786039e-05,5.944844,6.880899,0.936055000000001,0.625
"1635","HAUS1","hurdle",3.82876357063516e-07,4.17225,5.245203,1.072953,0.625
"1530","GLI2","hurdle",7.5589553642627e-24,-3.321928,4.777639,8.099567,0.625
"1495","GBP3","hurdle",1.76926048992277e-08,4.963094,5.920255,0.957161,0.625
"849","CPNE1","hurdle",1.55445124879836e-05,6.592439,7.633066,1.040627,0.625
"605","CCT2","hurdle",0.000166199011529597,7.220994,7.893312,0.672318,0.625
"585","CCDC86","hurdle",9.02138862557246e-07,5.238067,6.114867,0.8768,0.625
"289","ATP5F1","hurdle",2.90804651020762e-05,7.586783,8.158584,0.571801,0.625
"222","ARHGDIB","hurdle",1.43352610911867e-08,4.058705,5.875272,1.816567,0.625
"4146","UBE2Q2","hurdle",9.56242069949349e-06,5.289991,6.267125,0.977134,0.624
"4097","TTYH2","hurdle",9.05208314933106e-15,1.154031,5.307709,4.153678,0.624
"3878","THG1L","hurdle",4.4463271072162e-08,3.696122,5.210434,1.514312,0.624
"3869","TGIF1","hurdle",1.74175479582869e-07,5.239828,6.865677,1.625849,0.624
"3775","SYNJ2","hurdle",1.99118588895405e-05,5.643869,6.589069,0.945200000000001,0.624
"3378","SDHA","hurdle",2.68069735583569e-05,6.343156,7.011767,0.668611,0.624
"2796","PLRG1","hurdle",1.11045350040457e-05,5.553754,6.645641,1.091887,0.624
"2382","NARF","hurdle",1.91214129179606e-06,6.068868,6.630871,0.562003,0.624
"2100","LYAR","hurdle",3.09344912356575e-09,3.617934,4.948409,1.330475,0.624
"1791","IL11","hurdle",3.68932775465629e-18,0.5271081,8.3461329,7.8190248,0.624
"1628","H3F3A","hurdle",0.00158935468706515,8.97525,9.598074,0.622824,0.624
"384","BPGM","hurdle",9.20607967356574e-07,5.004783,6.61754,1.612757,0.624
"346","BDH2","hurdle",3.94982351820117e-07,4.698927,5.657708,0.958781,0.624
"276","ATF5","hurdle",3.04317914248706e-08,3.93622,6.396311,2.460091,0.624
"201","ARF6","hurdle",1.68800060826662e-05,6.193968,6.960895,0.766927,0.624
"4293","YTHDF2","hurdle",9.3690515343449e-05,6.441022,7.08524,0.644218,0.623
"4118","TXNDC9","hurdle",3.47557321474533e-05,5.442499,6.315006,0.872507000000001,0.623
"4005","TOMM22","hurdle",3.58968219302019e-05,6.551164,7.083766,0.532602,0.623
"3952","TMEM230","hurdle",0.000120913130886942,7.49124,7.996991,0.505751,0.623
"3936","TMEM161A","hurdle",2.084511977344e-07,4.338347,5.709773,1.371426,0.623
"3514","SLC20A1","hurdle",7.03316339181363e-07,4.83778,6.256937,1.419157,0.623
"3399","SEMA4C","hurdle",7.91867837262259e-10,2.471198,4.934573,2.463375,0.623
"2668","PDCD7","hurdle",6.34382290255815e-06,4.857329,5.782684,0.925355,0.623
"2260","MOB3A","hurdle",3.30459546165362e-09,3.86402,5.941316,2.077296,0.623
"2125","MAN1B1","hurdle",1.40215401130338e-07,5.957929,6.490426,0.532497,0.623
"1689","HMGXB3","hurdle",7.6019015559477e-06,5.07992,6.244223,1.164303,0.623
"1553","GNL3","hurdle",5.88022290108888e-05,6.075756,6.904717,0.828961,0.623
"835","COQ4","hurdle",2.15429552318991e-05,5.996201,6.76786,0.771659,0.623
"805","COL27A1","hurdle",1.2068853810946e-08,3.737681,5.584445,1.846764,0.623
"606","CCT4","hurdle",0.000135404959948477,7.163383,7.752835,0.589452000000001,0.623
"476","C3orf17","hurdle",2.09716319270924e-06,4.546216,5.754754,1.208538,0.623
"386","BRD4","hurdle",1.533920840584e-05,5.707295,6.655271,0.947976,0.623
"3820","TBRG1","hurdle",3.07532352114577e-05,5.841998,6.560211,0.718213,0.622
"3698","SSBP1","hurdle",0.000436513346762913,7.199448,7.752997,0.553548999999999,0.622
"3385","SEC14L2","hurdle",2.0789854194688e-10,3.00768,6.161531,3.153851,0.622
"3024","RAB1A","hurdle",0.000258808644950095,8.045881,8.6139,0.568019,0.622
"2526","NUDT1","hurdle",2.50307370075153e-08,3.52844,5.094673,1.566233,0.622
"2415","NDUFS3","hurdle",9.44445253198276e-05,6.739749,7.385306,0.645557,0.622
"2383","NARS","hurdle",2.33828149319365e-05,7.293036,8.046372,0.753336,0.622
"2226","MICALL2","hurdle",6.88923000093193e-09,3.026875,4.922197,1.895322,0.622
"1956","KLF13","hurdle",1.99474747945093e-06,4.066493,5.34749,1.280997,0.622
"1388","FHL1","hurdle",1.18490326323092e-05,5.565887,6.747731,1.181844,0.622
"1249","EXOSC4","hurdle",7.30288620312359e-06,5.390793,6.363375,0.972581999999999,0.622
"269","ASPSCR1","hurdle",4.88911297761316e-06,4.708777,5.722707,1.01393,0.622
"4363","ZNF281","hurdle",4.83252237898583e-06,4.863971,6.149084,1.285113,0.621
"3608","SNAP23","hurdle",9.70126014172855e-06,5.299623,6.328509,1.028886,0.621
"3590","SMARCC1","hurdle",8.70661928585853e-06,5.508853,6.238338,0.729484999999999,0.621
"2964","PSME2","hurdle",0.00082963973495109,7.219197,7.824997,0.605799999999999,0.621
"2701","PFDN2","hurdle",0.000166612786060859,6.558182,7.132079,0.573897,0.621
"2659","PCSK7","hurdle",1.39498797908348e-05,5.214519,6.211115,0.996596,0.621
"2595","P4HA2","hurdle",1.47852833531077e-06,6.92732,8.397445,1.470125,0.621
"2264","MORC4","hurdle",4.66840993284038e-08,3.864344,5.364855,1.500511,0.621
"1996","LAP3","hurdle",3.75597587723498e-06,5.122765,6.302071,1.179306,0.621
"1924","KHDRBS1","hurdle",0.00053599486615822,6.845286,7.489696,0.644410000000001,0.621
"1844","ISCA1","hurdle",6.92784485294088e-06,5.394186,6.103687,0.709500999999999,0.621
"1794","IL15RA","hurdle",1.69482871026209e-08,4.038553,5.972016,1.933463,0.621
"1745","IAH1","hurdle",2.76188960354875e-05,6.167677,6.799072,0.631394999999999,0.621
"1663","HEY2","hurdle",1.21408764402835e-17,-0.7560379,4.6161661,5.372204,0.621
"1540","GLT8D1","hurdle",4.15590554597519e-05,6.153204,6.92381,0.770606,0.621
"1306","FAM21C","hurdle",6.11238459594606e-07,3.283162,4.941962,1.6588,0.621
"1243","EVI5","hurdle",5.83123529056146e-06,5.492182,6.129967,0.637785,0.621
"1231","ETF1","hurdle",6.63967874896104e-06,5.673098,6.382901,0.709803,0.621
"899","CTGF","hurdle",5.8910510990599e-09,5.57877,7.225335,1.646565,0.621
"717","CHMP3","hurdle",6.03308411402668e-05,5.888341,6.505391,0.617050000000001,0.621
"572","CCDC34","hurdle",1.55780129576324e-08,3.399198,5.613166,2.213968,0.621
"486","C5orf24","hurdle",3.67878686333507e-05,6.150027,6.676973,0.526946000000001,0.621
"434","C18orf21","hurdle",7.9513709956555e-07,3.638943,5.268835,1.629892,0.621
"388","BRI3","hurdle",0.00043696482692351,7.221146,7.777281,0.556135,0.621
"281","ATIC","hurdle",4.01580175560907e-05,5.714938,6.581569,0.866631,0.621
"4248","WDR55","hurdle",2.47970449537461e-06,4.658363,5.606276,0.947913000000001,0.62
"4160","UBXN6","hurdle",3.46105368965495e-05,5.863756,6.489846,0.62609,0.62
"3707","ST13","hurdle",0.00118991665316596,7.657692,8.345478,0.687786,0.62
"3198","RNMT","hurdle",1.6878973238235e-05,5.671624,6.304886,0.633261999999999,0.62
"3074","RASL12","hurdle",6.86139759992345e-23,-3.321928,6.124544,9.446472,0.62
"3072","RASL10B","hurdle",2.51485913021971e-13,1.130083,4.676856,3.546773,0.62
"2989","PTN","hurdle",6.8613975999234e-23,-3.321928,5.108087,8.430015,0.62
"2782","PLEKHG2","hurdle",2.91120477211015e-13,1.515939,4.725995,3.210056,0.62
"2028","LIMK1","hurdle",1.92072403756752e-10,2.745252,5.380641,2.635389,0.62
"2019","LGALS3BP","hurdle",0.000801023893610633,9.028173,9.591788,0.563614999999999,0.62
"1341","FASTK","hurdle",7.34255689784603e-05,6.136593,6.849598,0.713005,0.62
"1010","DLC1","hurdle",4.38978043949102e-10,3.108249,6.003218,2.894969,0.62
"424","C16orf13","hurdle",1.5823972131587e-05,6.506733,7.130125,0.623392,0.62
"325","BAG2","hurdle",2.45324023009153e-06,4.451391,5.929576,1.478185,0.62
"4110","TWIST1","hurdle",2.29361019404629e-20,-2.489337,3.680519,6.169856,0.619
"4069","TRPS1","hurdle",1.73241934844913e-07,3.776838,5.269806,1.492968,0.619
"4036","TRAK2","hurdle",5.93223128182505e-06,4.696065,5.784635,1.08857,0.619
"3626","SNRPG","hurdle",0.00117914838270441,6.918283,7.622425,0.704142,0.619
"3498","SLBP","hurdle",1.10778851195151e-05,5.667654,6.496813,0.829159000000001,0.619
"3471","SHISA4","hurdle",9.07952277094394e-07,4.246964,5.54908,1.302116,0.619
"2705","PFKL","hurdle",3.70896023270189e-05,6.449613,7.655991,1.206378,0.619
"2630","PBDC1","hurdle",1.60003206724399e-05,5.981026,6.653749,0.672723,0.619
"2182","MED4","hurdle",0.000107975133314953,5.845327,6.506429,0.661102,0.619
"1491","GAS7","hurdle",4.68508398736143e-15,1.127021,5.770882,4.643861,0.619
"1236","ETV5","hurdle",1.59182628666055e-07,3.885422,5.432182,1.54676,0.619
"595","CCNB1IP1","hurdle",1.22374896569377e-05,4.960035,6.113558,1.153523,0.619
"159","ANKRD28","hurdle",3.96790273089199e-06,4.418636,5.865201,1.446565,0.619
"82","ADPGK","hurdle",5.34062356702254e-06,4.862149,5.900648,1.038499,0.619
"20","ABCF1","hurdle",1.55489576159762e-05,6.411744,7.065974,0.65423,0.619
"4225","VPS28","hurdle",0.000195705373634574,7.246329,7.809602,0.563273,0.618
"4205","VASP","hurdle",1.13122647312727e-05,5.008488,5.928531,0.920043000000001,0.618
"4178","UQCRB","hurdle",0.000952260657205681,9.275668,9.863357,0.587689000000001,0.618
"3174","RNF114","hurdle",2.86827548585315e-05,6.435989,7.020326,0.584337,0.618
"3087","RBM18","hurdle",8.92361103141602e-06,4.868364,5.911214,1.04285,0.618
"2378","NAGK","hurdle",4.77838954520969e-05,5.909191,6.80037,0.891179,0.618
"2303","MRPS11","hurdle",0.000108037513962227,6.15564,6.799425,0.643785,0.618
"1870","ITSN1","hurdle",4.17108201275934e-06,4.468357,5.721666,1.253309,0.618
"1811","ILF2","hurdle",0.00083366159643604,7.1303,7.813908,0.683608,0.618
"959","DDA1","hurdle",3.32222923092443e-05,5.449059,6.241469,0.79241,0.618
"888","CST2","hurdle",1.2989509267364e-19,0.1363028,5.1581943,5.0218915,0.618
"355","BHLHE40","hurdle",6.83895060027749e-06,6.115302,7.714317,1.599015,0.618
"256","ARSI","hurdle",1.09550738153398e-18,-0.3421246,5.0748609,5.4169855,0.618
"130","ALG5","hurdle",1.68346171920312e-05,6.5954,7.216984,0.621584,0.618
"4252","WDR74","hurdle",5.43677221243396e-06,4.812582,5.606247,0.793665,0.617
"4012","TP53","hurdle",6.97173243764065e-07,4.095442,5.771805,1.676363,0.617
"3996","TNIP1","hurdle",1.82820016166708e-05,5.895417,6.742375,0.846958,0.617
"3550","SLC35C2","hurdle",3.78388291651452e-05,5.717619,6.5695,0.851881,0.617
"3413","SERINC3","hurdle",5.28249627633831e-05,7.399252,8.436315,1.037063,0.617
"2552","OAT","hurdle",7.52427667926598e-05,6.407551,7.313456,0.905905000000001,0.617
"2282","MRPL12","hurdle",0.000236540303501906,6.16487,6.931626,0.766756,0.617
"1421","FNTA","hurdle",0.000120239211279204,5.878263,6.620142,0.741879000000001,0.617
"1137","EIF2AK4","hurdle",1.81236373246291e-05,5.115859,6.134534,1.018675,0.617
"794","COL10A1","hurdle",2.19890123967113e-21,-1.269305,5.366487,6.635792,0.617
"607","CCT5","hurdle",3.79099548910293e-05,7.168619,7.735159,0.566540000000001,0.617
"454","C1orf50","hurdle",3.80448123761542e-06,4.438332,5.462484,1.024152,0.617
"423","C15orf57","hurdle",9.98204795897406e-07,5.110246,5.676048,0.565802,0.617
"278","ATG12","hurdle",0.000119241180989175,5.916928,6.629857,0.712929,0.617
"242","ARL5A","hurdle",0.000207633210697029,6.417333,7.022153,0.60482,0.617
"48","ACTR2","hurdle",5.95018877488832e-05,6.858972,7.382924,0.523952,0.617
"23","ABI2","hurdle",2.45908412347686e-05,6.273936,6.829736,0.5558,0.617
"3804","TATDN1","hurdle",2.77403452234917e-05,4.646116,5.705647,1.059531,0.616
"3629","SNX17","hurdle",3.16339414296715e-05,6.952448,7.453313,0.500864999999999,0.616
"3496","SLAIN2","hurdle",4.25156710432114e-05,5.130131,6.163811,1.03368,0.616
"3133","RFWD2","hurdle",2.6683799084118e-06,4.843871,5.67817,0.834299,0.616
"2836","POLR2H","hurdle",3.73167443245924e-05,6.081162,6.769507,0.688345,0.616
"2562","OLFML1","hurdle",2.94466714615891e-18,-0.587276,5.345563,5.932839,0.616
"2414","NDUFB7","hurdle",0.000369472119132336,7.816906,8.337296,0.52039,0.616
"2145","MAPK3","hurdle",3.61842154294763e-06,4.72607,5.646393,0.920323,0.616
"2119","MALSU1","hurdle",2.862849570377e-05,5.481852,6.224329,0.742477,0.616
"2083","LSM12","hurdle",6.61689710559785e-05,4.444206,5.334521,0.890314999999999,0.616
"1597","GRHPR","hurdle",0.000239994979786906,6.435904,7.01451,0.578606,0.616
"1451","FUCA2","hurdle",0.000242059889171067,7.037248,7.670286,0.633038,0.616
"1001","DIMT1","hurdle",2.98044027939622e-06,4.613134,5.963886,1.350752,0.616
"972","DDX21","hurdle",0.000159167097737958,6.528336,7.136767,0.608431,0.616
"368","BLVRA","hurdle",8.45266782124196e-06,5.508572,6.223886,0.715314,0.616
"343","BCL2L12","hurdle",1.03482441412942e-07,3.178009,5.086429,1.90842,0.616
"303","ATXN3","hurdle",1.73960584864213e-05,4.82028,5.923148,1.102868,0.616
"4394","ZNF511","hurdle",3.68388328335645e-05,5.153983,6.035942,0.881959,0.615
"4320","ZFAND2A","hurdle",2.55831092306273e-06,4.504934,5.680843,1.175909,0.615
"4124","TYW3","hurdle",1.64706297809759e-05,5.485544,6.115288,0.629744,0.615
"4106","TULP3","hurdle",3.89457004932912e-06,4.645636,5.904653,1.259017,0.615
"3969","TMEM59L","hurdle",3.67610820107365e-06,5.474267,6.298939,0.824672,0.615
"3958","TMEM248","hurdle",2.53381914566871e-05,6.492038,7.064144,0.572106,0.615
"3923","TMEM115","hurdle",4.65333940608066e-05,5.811531,6.488114,0.676583000000001,0.615
"3916","TMA16","hurdle",1.71959491810537e-05,4.213045,5.378744,1.165699,0.615
"3546","SLC33A1","hurdle",1.31565001161086e-05,5.475985,6.212968,0.736983,0.615
"3544","SLC31A1","hurdle",2.60933724465433e-05,5.632385,6.708154,1.075769,0.615
"3110","RDH14","hurdle",3.5824461379669e-06,4.5741,5.308042,0.733942000000001,0.615
"2746","PIH1D1","hurdle",9.46242051846973e-05,6.024596,6.816304,0.791708,0.615
"2275","MPRIP","hurdle",5.29645743752058e-05,5.007083,5.846881,0.839798,0.615
"2234","MIR22HG","hurdle",4.67831500608134e-06,4.478367,5.644712,1.166345,0.615
"2228","MID1IP1","hurdle",3.0207644041969e-05,4.521837,5.526805,1.004968,0.615
"1887","KARS","hurdle",0.000137797102268048,6.710885,7.341321,0.630436,0.615
"1312","FAM32A","hurdle",0.000156330562912141,6.728691,7.413835,0.685143999999999,0.615
"1301","FAM210A","hurdle",5.41149792509519e-07,4.000502,5.11585,1.115348,0.615
"1207","EPHA3","hurdle",6.15999481154525e-22,-3.321928,4.976982,8.29891,0.615
"1205","EPC1","hurdle",7.06529400770591e-05,5.486978,6.218041,0.731063000000001,0.615
"1138","EIF2B4","hurdle",4.22889244617636e-05,5.248454,6.177103,0.928649,0.615
"1043","DOK1","hurdle",2.8586167617929e-08,3.448435,5.144982,1.696547,0.615
"455","C1orf52","hurdle",1.83161764404095e-05,4.526763,5.655575,1.128812,0.615
"400","BUB3","hurdle",9.11728042821221e-05,6.47782,7.299626,0.821806,0.615
"245","ARMC10","hurdle",4.1142719921154e-05,4.90034,5.797678,0.897338,0.615
"4286","YIF1B","hurdle",4.36415612347013e-05,5.559468,6.339248,0.779780000000001,0.614
"4210","VCP","hurdle",0.000134572965946344,7.925606,8.510977,0.585371,0.614
"4143","UBE2J2","hurdle",6.80892337552016e-05,5.476164,6.344742,0.868578,0.614
"3741","STRAP","hurdle",0.000533567220687875,7.4098,7.94407,0.53427,0.614
"3491","SKIL","hurdle",7.99019532601047e-05,6.176098,7.237607,1.061509,0.614
"3200","RNPS1","hurdle",0.00014732149823965,6.634834,7.25594,0.621106,0.614
"3164","RIPK2","hurdle",2.45011347741314e-07,4.533149,5.495949,0.962800000000001,0.614
"3096","RBMX2","hurdle",4.50884210178562e-05,4.634556,5.578643,0.944087,0.614
"3095","RBMX","hurdle",0.000183671096574796,6.716348,7.336789,0.620441,0.614
"2888","PRADC1","hurdle",1.11491738612475e-05,5.30391,6.092272,0.788362,0.614
"2546","NXN","hurdle",5.57871626100856e-06,4.408722,5.537188,1.128466,0.614
"2344","MTRF1L","hurdle",2.99438527017895e-05,4.594578,5.572761,0.978183,0.614
"2163","MCC","hurdle",1.26596067945956e-06,4.05351,5.674493,1.620983,0.614
"2035","LITAF","hurdle",1.52780257330433e-05,6.676477,8.143841,1.467364,0.614
"1835","IRAK3","hurdle",2.11024316032864e-19,-2.148631,4.386222,6.534853,0.614
"1692","HNMT","hurdle",2.68553365223605e-08,5.171717,5.812638,0.640921,0.614
"1687","HMGB1","hurdle",0.000617555020655442,7.985105,8.827464,0.842359000000001,0.614
"1281","FAM127B","hurdle",5.85386653401897e-05,6.436208,7.153787,0.717579000000001,0.614
