"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.delta","log2fold_change","Auc"
"134","ASB9","hurdle",0.381100463434243,4.220265,4.915336,0.695071,0.521
"2243","USP9Y","hurdle",0.0540231390524506,4.179834,4.937952,0.758118000000001,0.52
"2182","TTC23L","hurdle",0.0264236084627585,-2.157641,1.301849,3.45949,0.52
"2149","TRERF1","hurdle",0.217148639022045,2.195227,3.381661,1.186434,0.52
"1998","SUOX","hurdle",0.0736365985133097,4.983393,5.490148,0.506754999999999,0.52
"1965","SRRM4","hurdle",0.000149687876548335,-3.321928,2.677344,5.999272,0.52
"1942","SP1","hurdle",0.203642537633117,4.536856,5.157263,0.620407,0.52
"1840","SGTB","hurdle",0.232557345186482,3.192358,4.166021,0.973663,0.52
"1695","RBM15","hurdle",0.471463437500835,2.791894,3.536294,0.7444,0.52
"1617","PRR11","hurdle",0.116316470433354,0.6236162,1.9260844,1.3024682,0.52
"1513","PHACTR1","hurdle",0.0562103492951091,0.7057945,2.5792843,1.8734898,0.52
"1419","OPHN1","hurdle",0.321471414921744,2.817363,3.586337,0.768974,0.52
"1359","NHS","hurdle",0.352702566308005,2.432519,3.151358,0.718839,0.52
"1099","KLHL14","hurdle",0.000149687876548334,-3.321928,1.771713,5.093641,0.52
"1073","KIAA0513","hurdle",0.156182755737087,3.305853,3.98769,0.681837,0.52
"1067","KCTD7","hurdle",0.285573944881421,3.474152,4.219627,0.745475,0.52
"946","HMGB2","hurdle",0.284077041073982,4.161432,4.695346,0.533914,0.52
"912","HAGHL","hurdle",0.470093346792037,4.147798,4.943727,0.795929,0.52
"853","GLMN","hurdle",0.11647756537781,3.092729,4.130091,1.037362,0.52
"738","FANCC","hurdle",0.0416773743977738,2.66893,3.945575,1.276645,0.52
"696","FAM131A","hurdle",0.243005949605025,4.333504,5.116443,0.782939000000001,0.52
"673","ETV2","hurdle",0.280433981441929,2.287738,2.865897,0.578159,0.52
"640","ELAC1","hurdle",0.367219944650497,3.995489,4.877407,0.881918,0.52
"608","DUSP10","hurdle",0.469014071042232,3.788199,4.324701,0.536502,0.52
"455","COG3","hurdle",0.515552924388908,4.694471,5.204068,0.509597,0.52
"391","CELF2","hurdle",0.262807399043404,3.623086,4.212849,0.589763,0.52
"362","CDC14A","hurdle",0.308833727739951,1.723555,2.846221,1.122666,0.52
"311","CBFA2T3","hurdle",0.155341677708722,2.28519,3.552396,1.267206,0.52
"281","CACNG2","hurdle",0.000149687876548332,-3.321928,2.22778,5.549708,0.52
"254","C5orf45","hurdle",0.275461658966636,3.234027,3.992726,0.758699,0.52
"143","ASTN2","hurdle",0.313085481307258,2.465953,3.17722,0.711267,0.52
"65","ALKBH8","hurdle",0.0969148303517925,1.899678,2.501559,0.601881,0.52
"2338","ZKSCAN2","hurdle",0.190270073526946,1.904178,3.403901,1.499723,0.519
"2334","ZFYVE26","hurdle",0.224825798841398,3.169641,3.778371,0.60873,0.519
"2303","ZBTB16","hurdle",0.0473859354048103,0.3749259,2.3090005,1.9340746,0.519
"2194","TTLL6","hurdle",0.223267079282523,2.28337,3.179259,0.895889,0.519
"2062","TENM1","hurdle",0.0259498349595797,0.08952769,3.19084093,3.10131324,0.519
"1796","SCLT1","hurdle",0.468112543259678,2.827348,3.347611,0.520263,0.519
"1765","RPS6KB1","hurdle",0.275445743556679,4.189233,4.742366,0.553133,0.519
"1619","PRR7","hurdle",0.595397573204292,3.690582,4.248705,0.558123,0.519
"1616","PRPSAP2","hurdle",0.0682931005141852,4.945538,5.614382,0.668844,0.519
"1152","LRRC23","hurdle",0.310685343212781,3.710507,4.298375,0.587868,0.519
"992","IKZF3","hurdle",0.183858812835937,1.921963,2.950185,1.028222,0.519
"928","HENMT1","hurdle",0.268575270762829,2.597164,3.540756,0.943592,0.519
"823","GALNT12","hurdle",0.223610998436081,3.457252,4.09349,0.636238,0.519
"691","FAM110C","hurdle",0.528296710400126,3.46482,4.053307,0.588487,0.519
"662","EPHA6","hurdle",0.00413156331831641,-2.919211,1.826985,4.746196,0.519
"536","DDX60L","hurdle",0.379483059933581,3.231534,4.006795,0.775261,0.519
"535","DDX60","hurdle",0.117165560959559,3.157516,4.134329,0.976813,0.519
"526","DCUN1D2","hurdle",0.185283096545913,3.999887,4.71053,0.710643,0.519
"413","CHAC1","hurdle",0.546907388571888,4.398108,5.622771,1.224663,0.519
"403","CEP44","hurdle",0.17875486286338,3.843122,4.410173,0.567051,0.519
"204","C11orf70","hurdle",0.442192131943719,2.929446,3.592823,0.663377,0.519
"139","ASIC2","hurdle",0.00345967207236962,-1.699602,1.594374,3.293976,0.519
"112","ARHGEF26","hurdle",0.184545181043645,2.8232,3.777864,0.954664,0.519
"2454","ZNHIT6","hurdle",0.138767717585531,4.322194,5.011986,0.689792000000001,0.518
"2446","ZNF81","hurdle",0.280384080668466,2.401063,3.580156,1.179093,0.518
"2442","ZNF786","hurdle",0.4798289348399,2.743785,3.791871,1.048086,0.518
"2405","ZNF571","hurdle",0.386935479307627,2.535582,3.299243,0.763661,0.518
"2378","ZNF345","hurdle",0.385827878895885,2.356505,3.171319,0.814814,0.518
"2370","ZNF317","hurdle",0.343773764172051,4.338057,4.940611,0.602554,0.518
"2348","ZNF17","hurdle",0.14712151368556,2.00353,2.918807,0.915277,0.518
"2346","ZNF133","hurdle",0.207344873331253,3.468135,4.658559,1.190424,0.518
"2282","WDR78","hurdle",0.245810877575473,2.227679,2.869193,0.641514,0.518
"2275","WDR49","hurdle",0.0017497546307843,-2.226101,2.326283,4.552384,0.518
"2127","TMIE","hurdle",0.0131602045954666,-1.066108,2.423704,3.489812,0.518
"1964","SRR","hurdle",0.161028037415258,3.428186,4.409133,0.980947,0.518
"1950","SPEF2","hurdle",0.0154622354913417,1.747744,3.458734,1.71099,0.518
"1822","SERGEF","hurdle",0.019676460679057,5.260125,5.87488,0.614755,0.518
"1813","SEC31B","hurdle",0.443457184789485,2.926235,3.463438,0.537203,0.518
"1737","RIN1","hurdle",0.0789067030538651,3.603989,4.768748,1.164759,0.518
"1673","RACGAP1","hurdle",0.265201461453502,1.459595,2.604155,1.14456,0.518
"1644","PTPRZ1","hurdle",0.012907813108873,-1.146018,2.56271,3.708728,0.518
"1612","PROS1","hurdle",0.419529864242482,4.219738,5.010092,0.790354,0.518
"1555","PLEKHG4B","hurdle",0.0986145697213282,0.318103,2.211968,1.893865,0.518
"1523","PIFO","hurdle",0.280486383423088,3.326038,4.065893,0.739855,0.518
"1388","NRSN1","hurdle",0.228536089237562,1.556662,2.594616,1.037954,0.518
"1310","MYOZ1","hurdle",0.227453647168445,1.372334,2.40684,1.034506,0.518
"1290","MTHFSD","hurdle",0.282056633649808,2.872685,3.744066,0.871381,0.518
"1243","MEIG1","hurdle",0.0808394799555772,0.07380392,2.21123495,2.13743103,0.518
"1220","MBOAT2","hurdle",0.262958450482224,5.221841,5.729144,0.507302999999999,0.518
"1181","MAGEE1","hurdle",0.434219840399139,2.139364,2.667513,0.528149,0.518
"944","HLTF","hurdle",0.426269474134166,5.560414,6.079737,0.519323,0.518
"888","GRAMD2","hurdle",0.123051591800899,0.8097269,2.6399389,1.830212,0.518
"816","GABRA1","hurdle",1.88888082318826e-06,-3.198973,3.933531,7.132504,0.518
"780","FITM2","hurdle",0.507735529321057,3.097359,3.748979,0.65162,0.518
"726","FAM49A","hurdle",0.331968248194405,2.15882,3.222645,1.063825,0.518
"716","FAM19A4","hurdle",0.0250395029704021,-1.149255,2.300697,3.449952,0.518
"712","FAM183A","hurdle",0.0253789693860963,-1.721212,1.322354,3.043566,0.518
"711","FAM179A","hurdle",0.264178203942217,1.540007,2.583077,1.04307,0.518
"668","ERLIN1","hurdle",0.319055961769589,4.919426,5.503506,0.58408,0.518
"632","EFTUD1","hurdle",0.133740148872491,3.925731,4.636866,0.711135000000001,0.518
"554","DIRAS2","hurdle",0.350426043981052,1.84205,3.076719,1.234669,0.518
"537","DEDD","hurdle",0.092754047193418,4.665056,5.363975,0.698919,0.518
"521","DCLK2","hurdle",0.221362705558395,2.160704,2.903444,0.74274,0.518
"444","CNBD2","hurdle",0.0903515393518494,2.938225,4.176099,1.237874,0.518
"422","CHRNA5","hurdle",0.141998304949764,1.40836,2.611738,1.203378,0.518
"305","CASC1","hurdle",0.185665205957905,0.7272553,2.0112975,1.2840422,0.518
"230","C1orf233","hurdle",0.330016319706949,1.833513,2.627791,0.794278,0.518
"2448","ZNF821","hurdle",0.668394476378814,4.087619,4.710137,0.622517999999999,0.517
"2438","ZNF764","hurdle",0.54252338437788,2.914038,3.564609,0.650571,0.517
"2420","ZNF664","hurdle",0.0531513030648306,5.592949,6.261921,0.668972,0.517
"2344","ZNF131","hurdle",0.129681121712333,4.123199,4.7314,0.608201,0.517
"2257","VSIG1","hurdle",0.223007819369172,1.707778,2.93253,1.224752,0.517
"2249","VAV1","hurdle",0.0546627716235544,-0.8261433,1.9124144,2.7385577,0.517
"2206","TYROBP","hurdle",0.133181153589328,1.61012,3.288309,1.678189,0.517
"2167","TRPV1","hurdle",0.0245327219894884,0.4637807,2.503912,2.0401313,0.517
"2143","TPK1","hurdle",0.512639981717443,2.558824,3.132193,0.573369,0.517
"2089","TLR6","hurdle",0.102167232163034,0.05346643,1.79212721,1.73866078,0.517
"2082","TIGD2","hurdle",0.509711353790575,2.552383,3.176682,0.624299,0.517
"2077","THNSL1","hurdle",0.120914465689182,3.729059,4.688963,0.959904,0.517
"1963","SRCIN1","hurdle",0.270169161032317,1.249668,2.321958,1.07229,0.517
"1944","SPAG8","hurdle",0.128994809629646,1.016685,2.800095,1.78341,0.517
"1912","SLCO5A1","hurdle",0.39738585933797,2.750933,3.322358,0.571425,0.517
"1857","SIN3B","hurdle",0.489587158539778,4.588665,5.093106,0.504441,0.517
"1849","SHF","hurdle",0.33672151534566,1.677987,2.826241,1.148254,0.517
"1799","SCN2A","hurdle",0.226250141090745,2.420932,3.328911,0.907979,0.517
"1743","RLN2","hurdle",0.303091120149823,1.905723,2.52975,0.624027,0.517
"1731","RIBC1","hurdle",0.169475917905206,1.019994,2.064219,1.044225,0.517
"1546","PLAG1","hurdle",0.325734164932849,2.73196,3.826617,1.094657,0.517
"1543","PLA2G4C","hurdle",0.11165577571276,4.654192,5.408565,0.754373,0.517
"1410","NWD1","hurdle",0.129093048052234,1.304546,3.217849,1.913303,0.517
"1331","NBPF3","hurdle",0.530172555693344,2.396111,3.023281,0.62717,0.517
"1329","NBAS","hurdle",0.0875148602941877,4.899234,5.443613,0.544379,0.517
"1328","NAV3","hurdle",0.30718880661621,2.090635,2.995379,0.904744,0.517
"1275","MPHOSPH9","hurdle",0.623592240599327,3.703688,4.262302,0.558614,0.517
"1226","MCMDC2","hurdle",0.147513644532822,-0.4872806,1.1185388,1.6058194,0.517
"1149","LRRC16B","hurdle",0.324443108445953,0.7819899,1.7110386,0.9290487,0.517
"1126","LIG1","hurdle",0.202797681283692,3.44769,4.21803,0.77034,0.517
"1116","LAT2","hurdle",0.303731144405905,3.688526,4.65335,0.964824,0.517
"1070","KDM4C","hurdle",0.248092700979025,4.42029,5.083337,0.663047000000001,0.517
"815","GAB2","hurdle",0.298037937465364,2.880116,4.501881,1.621765,0.517
"676","EXD1","hurdle",0.0446394835294052,-0.8104235,1.9493992,2.7598227,0.517
"501","CXorf58","hurdle",0.027091040719575,-0.07312189,2.94600206,3.01912395,0.517
"482","CRYGD","hurdle",0.106417460379299,1.135665,2.572538,1.436873,0.517
"471","CPNE4","hurdle",0.180800764729662,2.382856,3.442364,1.059508,0.517
"452","CNTNAP1","hurdle",0.219277635156183,0.3263845,1.2445951,0.9182106,0.517
"436","CLEC16A","hurdle",0.0581156255520055,3.787424,5.031791,1.244367,0.517
"358","CD84","hurdle",0.0294154642179427,-1.122894,1.444067,2.566961,0.517
"357","CD83","hurdle",0.267174485657438,2.039033,2.7461,0.707067,0.517
"31","ADAM8","hurdle",0.308763238954646,1.93311,2.908359,0.975249,0.517
"2410","ZNF592","hurdle",0.785441482680659,4.25818,4.805755,0.547575,0.516
"2400","ZNF554","hurdle",0.32805018029415,2.797328,3.628783,0.831455,0.516
"2376","ZNF334","hurdle",0.0964584033050129,3.452932,4.185572,0.73264,0.516
"2371","ZNF324","hurdle",0.523586873067964,3.442129,4.040886,0.598757,0.516
"2368","ZNF30","hurdle",0.129554899462469,1.918323,3.151734,1.233411,0.516
"2365","ZNF283","hurdle",0.158179636364594,1.933151,3.133346,1.200195,0.516
"2342","ZNF10","hurdle",0.523475177677672,3.655071,4.405938,0.750867,0.516
"2328","ZFAND4","hurdle",0.0604026502546194,2.67031,3.639635,0.969325,0.516
"2322","ZDHHC15","hurdle",0.380178359180437,2.257338,3.488119,1.230781,0.516
"2036","TBC1D14","hurdle",0.26745638350447,3.490716,4.204992,0.714276,0.516
"2025","TAF1C","hurdle",0.401175747269694,4.140018,4.707439,0.567421,0.516
"1938","SOX11","hurdle",0.117932148967339,-0.5690016,1.7275094,2.296511,0.516
"1762","RPP21","hurdle",0.73020712506471,2.883932,3.483493,0.599561,0.516
"1761","RPL10L","hurdle",0.178073141071288,1.962928,3.063041,1.100113,0.516
"1686","RASGEF1A","hurdle",0.511610814867324,2.736371,3.592239,0.855868,0.516
"1516","PHF21B","hurdle",0.0474360851355443,0.972032,3.14908,2.177048,0.516
"1459","PCDH7","hurdle",0.556652489174124,3.204418,3.941024,0.736606,0.516
"1431","P2RY1","hurdle",0.180320839363234,2.906023,4.024765,1.118742,0.516
"1225","MCM3","hurdle",0.243432982150495,4.58424,5.296652,0.712412,0.516
"1130","LIPT2","hurdle",0.172998524983087,1.927128,2.939781,1.012653,0.516
"1038","KCNB1","hurdle",0.313034377674135,1.5435,2.490184,0.946684,0.516
"962","HSDL1","hurdle",0.370355355019394,4.559939,5.193608,0.633669,0.516
"931","HES6","hurdle",0.608000281361111,3.594178,4.172589,0.578411,0.516
"739","FANCD2","hurdle",0.401209951652533,1.050454,1.904335,0.853881,0.516
"652","ENDOD1","hurdle",0.298954195643286,4.559954,5.354548,0.794594,0.516
"647","EML1","hurdle",0.437886959061797,3.737328,4.312709,0.575381,0.516
"625","EFCC1","hurdle",0.249431195550801,1.090309,2.841272,1.750963,0.516
"616","E2F5","hurdle",0.399499544608562,1.562385,2.269379,0.706994,0.516
"522","DCLRE1A","hurdle",0.302573223210509,2.798762,3.610924,0.812162,0.516
"372","CDH19","hurdle",0.0150464484513066,-0.3129938,3.50963,3.8226238,0.516
"108","ARHGAP19-SLIT1","hurdle",0.0948162474403863,1.169854,1.728343,0.558489,0.516
"2461","ZSWIM5","hurdle",0.231578837683312,2.47291,3.21924,0.74633,0.515
"2427","ZNF701","hurdle",0.458277028351644,1.977675,3.040031,1.062356,0.515
"2325","ZDHHC21","hurdle",0.0982363600728704,4.415463,5.009375,0.593912,0.515
"2300","YY2","hurdle",0.154739591541064,1.949011,2.823286,0.874275,0.515
"2210","UBAP1L","hurdle",0.366425642972657,0.8719774,2.2793768,1.4073994,0.515
"2027","TAF5","hurdle",0.549153475222142,2.282225,2.931799,0.649574,0.515
"2011","SYNM","hurdle",0.357591474561916,1.86505,2.606302,0.741252,0.515
"1786","SALL4","hurdle",0.290795665114549,2.124224,2.641332,0.517108,0.515
"1704","RCHY1","hurdle",0.349607942526646,5.569033,6.148624,0.579591,0.515
"1581","PPIL3","hurdle",0.181963306355555,4.352717,4.86778,0.515063,0.515
"1413","OAS3","hurdle",0.36150592683762,1.809644,2.825612,1.015968,0.515
"1319","NAALAD2","hurdle",0.0476622390997715,0.6964155,2.5707028,1.8742873,0.515
"1293","MTMR10","hurdle",0.559946334795302,3.19526,3.891416,0.696156,0.515
"1285","MSMB","hurdle",0.0798892963031768,0.7434159,1.6336185,0.8902026,0.515
"1214","MAST1","hurdle",0.480117867147687,6.466572,7.401434,0.934862,0.515
"1170","LUZP2","hurdle",0.0578514842394434,0.5857711,1.6155522,1.0297811,0.515
"1063","KCNV1","hurdle",0.00119817761615867,-3.321928,2.297003,5.618931,0.515
"1052","KCNK10","hurdle",0.144009613783517,1.017949,2.535729,1.51778,0.515
"1040","KCNC2","hurdle",0.445085906440741,2.48783,3.292574,0.804744,0.515
"1004","ING5","hurdle",0.394718300268434,3.533567,4.055416,0.521849,0.515
"990","IGSF22","hurdle",0.55228029900643,2.550933,3.122556,0.571623,0.515
"935","HIC2","hurdle",0.488834380153499,2.520454,3.309878,0.789424,0.515
"835","GDAP2","hurdle",0.684361764882146,4.288408,4.805117,0.516709,0.515
"751","FBXO10","hurdle",0.537800523103621,2.832112,3.430971,0.598859,0.515
"551","DHX58","hurdle",0.34016723613684,2.237713,3.009441,0.771728,0.515
"495","CUL9","hurdle",0.212681282304253,4.089944,4.757193,0.667249,0.515
"456","COG6","hurdle",0.591351422458175,4.965365,5.761776,0.796411,0.515
"382","CDKL4","hurdle",0.00119817761615869,-3.321928,1.004798,4.326726,0.515
"319","CCBE1","hurdle",0.37029789596165,1.824496,2.672847,0.848351,0.515
"226","C1orf194","hurdle",0.092330248684184,-0.09327333,2.03016618,2.12343951,0.515
"168","BBS10","hurdle",0.209703048573142,3.105516,3.983313,0.877797,0.515
"76","AMY2B","hurdle",0.396079495293716,3.051598,3.756217,0.704619,0.515
"62","ALG11","hurdle",0.731070386954484,3.235529,4.041062,0.805533,0.515
"9","ABCB6","hurdle",0.116847357380194,4.026595,4.592249,0.565653999999999,0.515
"2396","ZNF512B","hurdle",0.678101490331435,2.869017,3.444346,0.575329,0.514
"2393","ZNF492","hurdle",0.28340788136289,1.147951,2.119184,0.971233,0.514
"2367","ZNF3","hurdle",0.252134057084522,4.842095,5.435656,0.593561,0.514
"2239","USP46","hurdle",0.0943160358937367,3.655083,4.391013,0.73593,0.514
"2205","TXNDC16","hurdle",0.29160113679097,3.279459,4.191738,0.912279,0.514
"2179","TTBK1","hurdle",0.156608623274173,0.2828217,1.5088656,1.2260439,0.514
"2108","TMEM184A","hurdle",0.518472880851971,3.871354,4.476774,0.60542,0.514
"2104","TMEM159","hurdle",0.769835447143581,4.155188,4.731704,0.576516,0.514
"2074","THAP10","hurdle",0.390957167254371,2.534657,3.658864,1.124207,0.514
"2067","TESK2","hurdle",0.320394107921824,1.304507,2.376122,1.071615,0.514
"1931","SNX29","hurdle",0.684452340454535,4.416324,5.18569,0.769366,0.514
"1920","SMIM10","hurdle",0.0378605009896816,0.5997145,2.7025866,2.1028721,0.514
"1598","PRDM11","hurdle",0.152097112195907,1.131733,2.466606,1.334873,0.514
"1507","PEX7","hurdle",0.235761501590557,4.325815,4.912986,0.587171,0.514
"1373","NPAS1","hurdle",0.261512330373952,0.7512004,1.3436211,0.5924207,0.514
"1288","MSTO1","hurdle",0.483951729650582,2.610424,3.409675,0.799251,0.514
"1255","MGAT5B","hurdle",0.00250684977236387,-3.219561,1.381028,4.600589,0.514
"1218","MBD5","hurdle",0.32817453217298,3.444762,4.137962,0.6932,0.514
"1162","LRRC73","hurdle",0.471483642730674,2.680644,3.544955,0.864311,0.514
"1148","LRP8","hurdle",0.400088858755114,1.449831,2.509445,1.059614,0.514
"1020","JAKMIP3","hurdle",0.42019590059907,1.594927,2.350237,0.75531,0.514
"933","HFM1","hurdle",0.182939823699128,0.8713213,2.405716,1.5343947,0.514
"890","GRAP2","hurdle",0.186230242781668,0.2346816,2.4685865,2.2339049,0.514
"867","GOLGA1","hurdle",0.509265739824898,4.387443,4.925857,0.538414,0.514
"847","GINS2","hurdle",0.495819631931413,2.306429,2.996811,0.690382,0.514
"549","DHX38","hurdle",0.0606459560060452,4.872534,5.42559,0.553056,0.514
"534","DDX59","hurdle",0.0244261284222584,3.571523,4.802439,1.230916,0.514
"518","DCDC1","hurdle",0.0795979499335001,0.9083197,2.4822331,1.5739134,0.514
"464","CPA5","hurdle",0.000205223928392501,-3.274464,2.301754,5.576218,0.514
"426","CIB4","hurdle",0.0217419074273964,-2.8767632,0.4241044,3.3008676,0.514
"340","CCDC89","hurdle",0.0539570230011652,-0.6949012,2.5492371,3.2441383,0.514
"323","CCDC122","hurdle",0.570917349737131,3.067132,3.611206,0.544074,0.514
"271","CABLES1","hurdle",0.169599661782077,0.871661,2.304895,1.433234,0.514
"97","APOBEC4","hurdle",0.0248530548289113,-2.702646,1.063432,3.766078,0.514
"44","AGER","hurdle",0.144120054473064,0.9830165,2.5639238,1.5809073,0.514
"2424","ZNF671","hurdle",0.142775572386606,3.164034,4.18059,1.016556,0.513
"2417","ZNF646","hurdle",0.620855207891218,2.386003,3.285755,0.899752,0.513
"2401","ZNF556","hurdle",0.044567345513467,-1.590694,1.612677,3.203371,0.513
"2398","ZNF525","hurdle",0.316811976031528,2.67857,3.203812,0.525242,0.513
"2387","ZNF449","hurdle",0.550319808996633,2.717513,3.33907,0.621557,0.513
"2386","ZNF446","hurdle",0.720567103290355,3.858976,4.40321,0.544233999999999,0.513
"2339","ZKSCAN3","hurdle",0.574448166979938,2.23063,2.837984,0.607354,0.513
"2312","ZBTB8A","hurdle",0.191312647182531,3.954812,4.529635,0.574823,0.513
"2290","XG","hurdle",0.0502301344645728,-0.9531628,1.3474293,2.3005921,0.513
"2250","VIPAS39","hurdle",0.280012392366382,4.200076,5.265258,1.065182,0.513
"2207","TYW1B","hurdle",0.340499867334734,1.060593,1.649144,0.588551,0.513
"2109","TMEM190","hurdle",0.117357834354018,-1.219754,1.567028,2.786782,0.513
"2058","TDRD9","hurdle",0.503024827113661,2.212029,3.030688,0.818659,0.513
"1977","STAB1","hurdle",0.0277591655241385,-0.1873513,1.2560611,1.4434124,0.513
"1936","SORCS1","hurdle",0.0337273324066104,-2.6248723,0.5025975,3.1274698,0.513
"1831","SFI1","hurdle",0.137691780644006,3.784271,4.531962,0.747691,0.513
"1764","RPRM","hurdle",0.00825759070939047,-2.434718,1.847809,4.282527,0.513
"1730","RHOH","hurdle",0.058735855330553,-1.331909,1.702332,3.034241,0.513
"1701","RC3H1","hurdle",0.511377003593567,4.708559,5.24098,0.532421,0.513
"1640","PTPN4","hurdle",0.161181118858985,4.532757,5.079102,0.546345,0.513
"1625","PRSS50","hurdle",0.361425693135665,1.227727,2.485233,1.257506,0.513
"1624","PRSS45","hurdle",0.101437606120134,0.3843732,2.5092784,2.1249052,0.513
"1542","PLA1A","hurdle",0.593564054002011,3.310213,3.856755,0.546542,0.513
"1525","PIGB","hurdle",0.413757261942851,3.652051,4.238771,0.58672,0.513
