"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.acinar","log2fold_change","Auc"
"833","COPS5","hurdle",0.000264098556450271,6.200221,6.869281,0.66906,0.612
"261","ARL5B","hurdle",7.19641894476148e-08,3.073623,4.957886,1.884263,0.612
"4106","TSEN34","hurdle",0.000953316436018915,6.071332,6.842881,0.771549,0.611
"4027","TP53I3","hurdle",0.000115241786001874,5.847695,6.844885,0.99719,0.611
"3183","RNF103","hurdle",3.57315926300921e-06,5.207177,6.627547,1.42037,0.611
"2739","PGGT1B","hurdle",5.20804319182731e-06,4.089113,5.501638,1.412525,0.611
"2711","PDLIM7","hurdle",1.96695708695709e-05,6.224471,6.933849,0.709378,0.611
"2504","NNMT","hurdle",1.50159549747377e-05,7.104374,7.857531,0.753157,0.611
"2147","MANSC1","hurdle",4.54263014910917e-05,5.147985,6.306958,1.158973,0.611
"2146","MANF","hurdle",0.000419147948476155,6.721126,7.563762,0.842636,0.611
"1789","ICA1","hurdle",0.000228450834932292,6.232377,7.116402,0.884025,0.611
"1508","GCA","hurdle",3.12819114553467e-06,5.002878,6.478275,1.475397,0.611
"1005","DERL2","hurdle",0.000210337376957703,6.093635,6.879982,0.786347,0.611
"4476","ZNF704","hurdle",2.39022048293112e-08,2.950296,5.416071,2.465775,0.61
"3914","TMEM106C","hurdle",1.55414887808058e-05,6.339662,7.364121,1.024459,0.61
"3649","SPAG4","hurdle",2.30922741913622e-09,2.25196,4.956373,2.704413,0.61
"3427","SGPL1","hurdle",0.000250272841576561,5.743576,6.700547,0.956971,0.61
"3258","RPL7A","hurdle",0.000588193758437498,10.37173,11.13807,0.766340000000001,0.61
"3133","RELL1","hurdle",2.65333948072682e-06,4.42197,6.242241,1.820271,0.61
"2519","NOTCH2NL","hurdle",9.96700417501822e-09,3.615671,4.673257,1.057586,0.61
"2518","NOTCH2","hurdle",7.39509703539072e-08,5.27777,5.999185,0.721414999999999,0.61
"2487","NIPAL2","hurdle",8.41864817589187e-06,4.035097,5.491279,1.456182,0.61
"2295","MPV17L","hurdle",1.94868836311443e-08,2.319208,4.742349,2.423141,0.61
"2286","MOSPD3","hurdle",3.00746327663059e-05,4.675274,6.045815,1.370541,0.61
"2214","MESDC1","hurdle",3.19617538619376e-05,4.093157,5.360661,1.267504,0.61
"1920","KARS","hurdle",6.39116773284945e-06,6.640397,7.585988,0.945591,0.61
"1416","FLRT3","hurdle",2.43706186123349e-07,4.124096,6.001018,1.876922,0.61
"1281","F11R","hurdle",5.52083855159754e-09,6.248683,8.049917,1.801234,0.61
"1254","ERV3-1","hurdle",1.72996620009616e-06,5.090221,7.482625,2.392404,0.61
"1024","DHX32","hurdle",5.20964190926787e-06,4.666882,6.110071,1.443189,0.61
"397","BLOC1S1","hurdle",0.000371406676188995,6.978139,7.695248,0.717109000000001,0.61
"338","AVPI1","hurdle",2.33340020086435e-09,3.053388,5.558946,2.505558,0.61
"302","ATG13","hurdle",0.000147346171787845,5.959402,6.904604,0.945202,0.61
"45","ACOT9","hurdle",8.05839884260694e-06,4.763542,6.070965,1.307423,0.61
"3741","STX7","hurdle",0.000307425426193642,5.504137,6.4648,0.960663,0.609
"3634","SNX7","hurdle",9.77407512282868e-06,4.373607,5.868639,1.495032,0.609
"3254","RPL39","hurdle",0.0157803310265999,9.892615,11.14331,1.250695,0.609
"3165","RILP","hurdle",6.51181873229862e-10,2.94161,4.540704,1.599094,0.609
"2153","MAP3K1","hurdle",5.56548191583675e-06,3.956579,5.423061,1.466482,0.609
"2018","LAMP2","hurdle",0.00148519480218471,8.623915,9.126848,0.502933000000001,0.609
"1596","GPR155","hurdle",5.31421366092303e-07,3.565218,5.616691,2.051473,0.609
"1528","GFPT1","hurdle",5.10268245921472e-07,7.154765,8.400971,1.246206,0.609
"1481","GALE","hurdle",3.1016873383992e-06,5.112891,6.743936,1.631045,0.609
"412","BRI3BP","hurdle",6.12734479590375e-06,4.218865,5.607289,1.388424,0.609
"4238","UXS1","hurdle",9.40662550121537e-05,4.706722,5.982482,1.27576,0.608
"4041","TPRKB","hurdle",0.000536470944925956,5.135865,6.197585,1.06172,0.608
"3994","TNFAIP2","hurdle",4.04900460488821e-06,5.14043,6.949105,1.808675,0.608
"3805","TBC1D16","hurdle",1.6512303634004e-05,4.511394,5.800071,1.288677,0.608
"3633","SNX5","hurdle",0.000128845433771552,5.413179,6.384568,0.971388999999999,0.608
"3535","SLC35A3","hurdle",1.1883386421376e-06,4.134587,5.896473,1.761886,0.608
"3043","RAB17","hurdle",9.90296000486788e-05,5.263007,6.221291,0.958284,0.608
"2967","PSMB6","hurdle",0.00263478394690485,7.775507,8.362164,0.586657,0.608
"2709","PDLIM3","hurdle",4.35400624164537e-05,5.80929,7.268842,1.459552,0.608
"2528","NR1H2","hurdle",0.000104287910824084,5.718623,6.986972,1.268349,0.608
"2312","MRPL21","hurdle",0.000599829805668161,6.29223,6.967214,0.674984,0.608
"1990","KLK11","hurdle",1.08861272802156e-17,-0.6179387,4.6189257,5.2368644,0.608
"1982","KLHDC2","hurdle",0.00188687073331501,6.716409,7.518409,0.802,0.608
"1852","INADL","hurdle",0.00017282891501047,5.75092,6.725141,0.974221,0.608
"1737","HNF1B","hurdle",4.21510878644095e-06,4.88284,6.374443,1.491603,0.608
"1132","EDEM1","hurdle",1.31989463821099e-05,4.876945,6.283713,1.406768,0.608
"964","DBI","hurdle",0.000391925249645235,8.756921,9.332915,0.575994,0.608
"900","CTNNA1","hurdle",5.94766419970116e-05,7.569614,8.410496,0.840882000000001,0.608
"679","CDKN2B","hurdle",2.36961699960006e-07,4.604491,5.631535,1.027044,0.608
"4155","TXNL1","hurdle",0.000600395000941034,6.797005,7.494607,0.697602,0.607
"4132","TTC39C","hurdle",8.18208144556189e-06,4.588294,5.518735,0.930441,0.607
"4104","TRPV6","hurdle",6.44501815935442e-08,4.651166,6.122978,1.471812,0.607
"3990","TMTC4","hurdle",4.8445916687221e-07,3.413578,5.419694,2.006116,0.607
"3689","SRM","hurdle",0.000743652936497827,5.995022,6.766834,0.771812000000001,0.607
"3542","SLC35E1","hurdle",0.000199994006436161,5.2591,6.333287,1.074187,0.607
"3538","SLC35C1","hurdle",0.000166146384184617,5.041245,6.267696,1.226451,0.607
"3496","SLC25A10","hurdle",1.20859544123513e-06,4.032657,6.024504,1.991847,0.607
"3481","SLC16A10","hurdle",1.53884057438133e-17,-1.160169,5.185594,6.345763,0.607
"3433","SH3BGRL2","hurdle",0.000104996960192552,5.410304,6.494535,1.084231,0.607
"3079","RAP2B","hurdle",9.71111823344115e-05,5.331899,6.896417,1.564518,0.607
"2714","PDZD8","hurdle",7.66075074059617e-06,5.139409,6.503732,1.364323,0.607
"2343","MT1E","hurdle",0.00010430147612701,6.693704,8.861744,2.16804,0.607
"2316","MRPL33","hurdle",0.00244315925254809,7.270798,7.773606,0.502808,0.607
"2039","LENG8","hurdle",0.0005605451490788,5.520165,6.403867,0.883702,0.607
"1971","KIRREL2","hurdle",2.1231689247358e-06,3.886315,5.589579,1.703264,0.607
"1830","IL15RA","hurdle",4.71696512146126e-07,4.214724,5.642825,1.428101,0.607
"1620","GSDMB","hurdle",4.9831962021661e-13,0.8040476,4.561977,3.7579294,0.607
"1555","GLUL","hurdle",4.13414735496766e-09,7.338156,8.645213,1.307057,0.607
"1414","FLOT2","hurdle",4.06827911737636e-05,5.651745,6.328682,0.676937,0.607
"957","DAP","hurdle",0.00113138014625811,7.782709,8.580476,0.797767000000001,0.607
"831","COPE","hurdle",0.000645583519460595,8.122198,8.689844,0.567646000000002,0.607
"819","COBLL1","hurdle",0.000293329288573993,5.17569,6.081509,0.905818999999999,0.607
"460","C19orf60","hurdle",0.000303787355503766,5.844528,6.501622,0.657094,0.607
"306","ATHL1","hurdle",2.43483779288389e-09,2.17491,5.066174,2.891264,0.607
"4185","UBLCP1","hurdle",5.33067687569473e-05,4.695297,5.719577,1.02428,0.606
"4161","UAP1","hurdle",7.69878405239452e-05,5.470786,6.66968,1.198894,0.606
"4101","TRPM4","hurdle",1.718323888446e-07,3.509748,5.529189,2.019441,0.606
"3083","RAPGEF5","hurdle",5.12678034141093e-11,1.266645,4.429958,3.163313,0.606
"2882","PPP1CA","hurdle",1.25063386722002e-05,7.100572,7.920391,0.819819000000001,0.606
"2728","PFKFB3","hurdle",9.70759661421637e-06,4.795304,6.506768,1.711464,0.606
"2597","OSBPL2","hurdle",3.55590235955399e-05,5.238926,6.527535,1.288609,0.606
"2160","MAPK13","hurdle",0.00202076548808689,6.001003,6.738876,0.737873,0.606
"2138","MAGT1","hurdle",4.97176752383737e-05,6.124787,7.365656,1.240869,0.606
"1910","JAK1","hurdle",1.18229854313183e-05,7.691997,8.532237,0.840240000000001,0.606
"1863","INSIG2","hurdle",0.000120761708311968,5.389385,6.515159,1.125774,0.606
"1739","HNF4G","hurdle",3.94235523682166e-11,1.386475,4.737623,3.351148,0.606
"1501","GATAD2A","hurdle",7.54588310156386e-05,4.251802,5.591808,1.340006,0.606
"846","CP","hurdle",3.08928021044744e-11,2.689512,6.98216,4.292648,0.606
"784","CLN3","hurdle",0.000325561061493094,5.366403,6.260863,0.89446,0.606
"432","BZW1","hurdle",3.90960432436536e-05,6.115829,6.967256,0.851427,0.606
"278","ASAP3","hurdle",3.48372871848607e-10,1.951755,4.735355,2.7836,0.606
"3764","SYK","hurdle",2.47605665732049e-06,3.842012,5.704375,1.862363,0.605
"3691","SRP19","hurdle",0.00045510738212786,6.113415,6.950255,0.83684,0.605
"3596","SMAD1","hurdle",5.09118215324654e-06,4.5285,6.160947,1.632447,0.605
"3008","PTPN6","hurdle",7.72254379657609e-06,4.238181,5.50329,1.265109,0.605
"2816","PLOD1","hurdle",0.000236604556287821,6.313869,7.184325,0.870456,0.605
"2485","NINJ1","hurdle",0.000615526541193887,5.753851,6.842008,1.088157,0.605
"1874","IQCK","hurdle",2.05624799988759e-05,4.334928,5.509082,1.174154,0.605
"1851","IMPDH2","hurdle",0.000601955242146414,6.594036,7.426618,0.832582,0.605
"1793","ICK","hurdle",3.31441607973665e-06,3.408793,5.056132,1.647339,0.605
"1676","HDLBP","hurdle",0.000841683800714781,8.443422,9.135254,0.691832,0.605
"1505","GBE1","hurdle",5.45379848927543e-06,5.024606,6.490526,1.46592,0.605
"1062","DNM2","hurdle",4.18344535346735e-05,5.21458,6.418486,1.203906,0.605
"997","DECR1","hurdle",0.000461990710260402,6.776683,7.533805,0.757122,0.605
"923","CXCL1","hurdle",2.82914392805847e-06,5.967112,7.686801,1.719689,0.605
"877","CRYZ","hurdle",9.77703571492894e-05,6.519765,7.582929,1.063164,0.605
"467","C1orf210","hurdle",9.78657741304236e-05,5.138083,6.292116,1.154033,0.605
"56","ACSS2","hurdle",6.06737789349147e-07,4.471925,6.348866,1.876941,0.605
"3901","TMBIM4","hurdle",0.000220733461129256,7.620234,8.269024,0.64879,0.604
"3879","TJP2","hurdle",6.55437936136072e-05,5.656155,6.93293,1.276775,0.604
"3803","TBC1D1","hurdle",2.64147652083526e-05,4.710606,6.052104,1.341498,0.604
"3750","SULT1B1","hurdle",5.1279827855308e-17,-2.330576,5.201978,7.532554,0.604
"3721","STEAP4","hurdle",2.13620146221413e-13,0.7631023,5.4820428,4.7189405,0.604
"3260","RPL9","hurdle",0.204261777110566,9.927869,11.178674,1.250805,0.604
"3003","PTPMT1","hurdle",4.6929422772818e-05,5.582475,6.683878,1.101403,0.604
"2959","PSMA5","hurdle",1.34458231684342e-05,6.868124,7.681476,0.813352,0.604
"2868","PPCS","hurdle",0.00170231257422795,6.426847,7.216311,0.789464,0.604
"2622","P4HA1","hurdle",3.59823012659523e-06,5.866122,7.239653,1.373531,0.604
"2355","MTFP1","hurdle",7.75327794811142e-06,3.857365,5.406364,1.548999,0.604
"1893","ITGAV","hurdle",0.000502747312102731,6.797594,7.661458,0.863864,0.604
"1542","GJB2","hurdle",5.24837289050726e-12,1.479625,4.941615,3.46199,0.604
"1491","GAMT","hurdle",0.00501559209475754,6.538881,7.444366,0.905485,0.604
"1269","ETV7","hurdle",4.25772597266791e-10,1.83143,4.821408,2.989978,0.604
"1154","EGF","hurdle",5.25987030536243e-18,-2.698618,4.761377,7.459995,0.604
"1039","DMKN","hurdle",0.00122722192239248,6.069015,6.935448,0.866433,0.604
"977","DCUN1D1","hurdle",0.000202905406275606,4.260184,5.504425,1.244241,0.604
"563","CASP10","hurdle",1.66289390042229e-09,2.306556,4.913255,2.606699,0.604
"561","CASK","hurdle",3.40819513165522e-05,4.450434,5.886801,1.436367,0.604
"498","C5","hurdle",2.14611155063701e-10,2.217877,4.992276,2.774399,0.604
"276","ARSE","hurdle",2.28663235162149e-05,4.613973,6.140215,1.526242,0.604
"4288","WBP2","hurdle",0.00122229355922371,6.785418,7.620817,0.835399,0.603
"3595","SLMAP","hurdle",0.00166993317307112,5.163619,6.156147,0.992528,0.603
"3299","RPS6KA3","hurdle",0.000195557733892959,5.89519,6.799531,0.904341,0.603
"3276","RPS17","hurdle",2.52890409295268e-05,9.629665,10.913999,1.284334,0.603
"3152","RHBDF2","hurdle",4.74388599635597e-08,3.023335,4.812948,1.789613,0.603
"2996","PTGFRN","hurdle",0.000149356781532298,5.32794,6.593715,1.265775,0.603
"2955","PSMA1","hurdle",3.70492962520366e-05,7.566726,8.448822,0.882096,0.603
"1735","HMOX2","hurdle",0.00026903310984723,6.114742,6.990478,0.875736000000001,0.603
"1004","DERL1","hurdle",0.000713438397635661,6.462433,7.16756,0.705127,0.603
"513","C8orf59","hurdle",0.00232667451159443,5.961569,6.729901,0.768332,0.603
"241","ARHGAP26","hurdle",4.5721254881478e-07,3.174638,5.553259,2.378621,0.603
"202","ANO9","hurdle",5.75239934925821e-09,1.853393,4.743796,2.890403,0.603
"166","ALS2CL","hurdle",5.0313140785827e-09,2.402611,5.139614,2.737003,0.603
"4477","ZNF706","hurdle",0.00102682157322734,6.869809,7.430172,0.560363,0.602
"4332","YAP1","hurdle",2.34836795703458e-06,3.605542,5.066628,1.461086,0.602
"4221","USB1","hurdle",0.00103069130850322,5.430423,6.493766,1.063343,0.602
"3675","SPTAN1","hurdle",0.000726493864723795,6.485422,7.372069,0.886647,0.602
"3364","SDHB","hurdle",0.000286597953690382,6.71422,7.570916,0.856696,0.602
"3096","RBBP8","hurdle",7.92588450492398e-05,4.736021,5.769374,1.033353,0.602
"2915","PRKAA1","hurdle",0.000708972337506952,5.41232,6.276595,0.864275,0.602
"2402","MYRF","hurdle",0.000264747870716611,5.402113,6.516082,1.113969,0.602
"2305","MRPL12","hurdle",0.00227292589175935,6.179382,6.879252,0.69987,0.602
"2253","MIEN1","hurdle",0.00232762465894848,7.427109,7.939786,0.512677,0.602
"2224","METTL5","hurdle",0.00794864488805048,6.371076,7.015063,0.643986999999999,0.602
"2175","MARVELD3","hurdle",8.90035535882487e-05,4.563193,5.817845,1.254652,0.602
"2174","MARVELD2","hurdle",0.000198891882382288,4.74783,5.880169,1.132339,0.602
"2035","LDHD","hurdle",2.17632054939703e-08,2.518306,4.961254,2.442948,0.602
"1929","KCNJ16","hurdle",1.73860773112813e-10,3.512451,4.610404,1.097953,0.602
"1890","ITGA3","hurdle",3.41264475927266e-06,4.94705,6.42217,1.47512,0.602
"1888","ISOC1","hurdle",0.000113809106110865,5.339181,6.35797,1.018789,0.602
"1572","GNPNAT1","hurdle",0.000210915893979598,4.34224,5.636492,1.294252,0.602
"1543","GK","hurdle",7.32666465481818e-06,3.233801,4.625101,1.3913,0.602
"1297","FAM110C","hurdle",1.15393929365874e-06,3.114471,4.948857,1.834386,0.602
"1071","DOK4","hurdle",0.000102714337727382,4.80637,6.36822,1.56185,0.602
"1020","DHRS7","hurdle",0.000122388791971151,7.47717,8.194709,0.717538999999999,0.602
"1015","DHCR24","hurdle",0.000430661255052337,6.465025,7.367445,0.90242,0.602
"986","DDX19B","hurdle",4.23156644060607e-05,4.197975,5.136357,0.938382000000001,0.602
"376","BCL2L12","hurdle",2.73937211266017e-06,3.285898,4.895254,1.609356,0.602
"117","AHR","hurdle",0.000136633759151113,4.829101,5.886077,1.056976,0.602
"4404","ZNF165","hurdle",2.78309362361567e-07,3.500091,5.905762,2.405671,0.601
"4267","VPS37B","hurdle",6.9895827771242e-05,4.553749,5.648964,1.095215,0.601
"4265","VPS29","hurdle",0.000766814033259899,7.082536,7.714751,0.632215,0.601
"4127","TTC17","hurdle",0.000268121577485874,6.039241,7.045999,1.006758,0.601
"3737","STX12","hurdle",0.00138298137448986,5.799682,6.578038,0.778356,0.601
"3381","SELENBP1","hurdle",0.000420126674072235,5.420962,6.72484,1.303878,0.601
"3185","RNF114","hurdle",0.00299183157474202,6.430263,7.043017,0.612754,0.601
"3148","RGS14","hurdle",2.50675496685806e-06,3.357376,5.1145,1.757124,0.601
"3036","QSOX1","hurdle",0.000173444076687828,7.057244,8.127032,1.069788,0.601
"2593","OPTN","hurdle",9.20146399592893e-05,6.939794,7.648969,0.709175,0.601
"2491","NIT2","hurdle",0.0101886757778024,5.918582,6.700628,0.782046,0.601
"2060","LMNA","hurdle",0.0001617712996449,7.806076,8.616339,0.810263,0.601
"1476","GADD45A","hurdle",0.00103240845814694,6.088191,6.942026,0.853835,0.601
"1157","EGLN3","hurdle",2.13871471223232e-09,2.61274,6.103497,3.490757,0.601
"981","DDIT4","hurdle",0.00238682505628285,7.821615,8.749429,0.927813999999999,0.601
"840","COX20","hurdle",0.000756920580420136,5.469979,6.209012,0.739033,0.601
"595","CCDC167","hurdle",0.000648941372997848,5.327464,6.130152,0.802688,0.601
"438","C11orf54","hurdle",0.000124201955687142,4.870963,5.846532,0.975569,0.601
"399","BMF","hurdle",4.31042820961039e-05,4.403234,6.013416,1.610182,0.601
"125","AK3","hurdle",0.0110662827630967,6.830206,7.392855,0.562649,0.601
"4431","ZNF395","hurdle",0.000597074424861725,5.418115,6.213972,0.795857,0.6
"4407","ZNF189","hurdle",1.22098694959116e-05,3.857592,5.301353,1.443761,0.6
"4381","ZFC3H1","hurdle",0.000330274511929394,4.88582,5.900525,1.014705,0.6
"4371","ZDHHC2","hurdle",0.00134046702101183,5.774721,6.623043,0.848322,0.6
"4020","TOMM7","hurdle",0.00136501243427352,8.740171,9.333634,0.593463,0.6
"3673","SPSB3","hurdle",0.000117192233018477,5.386867,6.856632,1.469765,0.6
"3571","SLC48A1","hurdle",0.000181161285938138,4.764202,5.824472,1.06027,0.6
"3431","SH2D3A","hurdle",6.83127001396946e-07,3.66777,5.150785,1.483015,0.6
"3388","SEMA4B","hurdle",0.000102539316595029,4.975929,6.20673,1.230801,0.6
"3307","RRAS","hurdle",3.25204765562624e-05,4.784002,5.76666,0.982658,0.6
"3257","RPL7","hurdle",0.29502888801302,10.47267,11.65845,1.18578,0.6
"3215","RPA3","hurdle",0.00103527005569202,5.656177,6.318081,0.661904000000001,0.6
"2619","P2RX4","hurdle",4.25547337224777e-06,6.2298,7.475788,1.245988,0.6
"2408","NAA10","hurdle",0.0020646686136625,6.245465,6.880845,0.63538,0.6
"2219","METRNL","hurdle",9.28619741395385e-10,1.485711,4.77559,3.289879,0.6
"2079","LRIG3","hurdle",5.86270372167907e-06,3.794347,5.602405,1.808058,0.6
"1741","HNRNPF","hurdle",0.000395850490621261,7.114428,8.021735,0.907306999999999,0.6
"1670","HBP1","hurdle",0.000147899870406759,5.764635,6.763022,0.998387,0.6
"1560","GMPPB","hurdle",5.76581684458687e-05,5.363884,6.852667,1.488783,0.6
"1431","FOXN3","hurdle",0.00080737047960426,5.104239,6.070825,0.966586,0.6
"1282","F2RL1","hurdle",1.22039946656755e-05,4.3162,5.634059,1.317859,0.6
"1182","EIF4A3","hurdle",0.000105744105124224,6.367308,7.430677,1.063369,0.6
"1021","DHRS7B","hurdle",0.000584124138511986,5.132518,6.356914,1.224396,0.6
"963","DAZAP2","hurdle",0.000107127929815055,7.588979,8.67277,1.083791,0.6
"951","CYTH1","hurdle",2.13369900716055e-05,3.567385,5.280184,1.712799,0.6
"883","CSK","hurdle",2.30378899430539e-05,3.518014,4.983617,1.465603,0.6
"4372","ZDHHC20","hurdle",0.00032097064941823,4.369971,5.436054,1.066083,0.599
"4341","YKT6","hurdle",0.00203002893043323,5.38354,6.218616,0.835076,0.599
"4063","TRIB1","hurdle",0.000254647420072467,5.677403,6.817426,1.140023,0.599
"3656","SPECC1","hurdle",7.56188545332119e-05,4.184469,5.8393,1.654831,0.599
"2993","PTF1A","hurdle",1.09894755246296e-16,-1.898249,4.395301,6.29355,0.599
"2719","PELI1","hurdle",6.23297794761419e-05,4.564636,5.659159,1.094523,0.599
"2667","PCBP2","hurdle",0.00243042116033437,7.416111,7.989769,0.573658,0.599
"2651","PARP12","hurdle",2.95785145142973e-05,3.979076,5.658906,1.67983,0.599
"2488","NIPAL3","hurdle",0.000316034912588282,4.920195,5.906274,0.986079,0.599
"2338","MSRA","hurdle",0.000162573151823282,4.369072,5.408824,1.039752,0.599
"2062","LMO7","hurdle",2.84433999301347e-05,5.889611,7.106396,1.216785,0.599
"1730","HMGCL","hurdle",0.00344773367613044,5.982074,6.892338,0.910264,0.599
"1404","FGG","hurdle",6.59869849639426e-13,2.935939,8.459917,5.523978,0.599
"1163","EIF1AX","hurdle",0.00376387797870721,6.438273,7.027366,0.589093,0.599
"897","CTDSP2","hurdle",0.00213701782112409,6.137969,6.934992,0.797023,0.599
"724","CGN","hurdle",1.955564525105e-05,4.655271,5.921354,1.266083,0.599
"653","CDC37","hurdle",0.000928720056078113,6.775939,7.330914,0.554975,0.599
"634","CCT6A","hurdle",0.000251052962514406,7.211379,7.96402,0.752641,0.599
"344","B3GNT3","hurdle",1.2452138421765e-08,2.831177,5.447628,2.616451,0.599
"4340","YIPF4","hurdle",0.00454164620713317,6.114323,6.785687,0.671364000000001,0.598
"4313","WFDC2","hurdle",0.000623430663365156,5.995818,6.844145,0.848327,0.598
"4218","UQCRC2","hurdle",0.00150799876904476,7.163469,7.846875,0.683406,0.598
"4097","TRNP1","hurdle",4.02398887273423e-05,4.557447,6.08407,1.526623,0.598
"3956","TMEM37","hurdle",0.000135234491686822,6.210692,7.078653,0.867961,0.598
"3878","TJP1","hurdle",0.000243071522501735,6.106096,6.967278,0.861182,0.598
"3756","SYAP1","hurdle",0.000137228446534877,6.308869,7.090075,0.781206,0.598
"3622","SNRPD3","hurdle",0.00138520563569712,6.676619,7.321298,0.644679,0.598
"3544","SLC35F2","hurdle",4.97681775699909e-08,2.791328,4.895516,2.104188,0.598
"3354","SCOC","hurdle",0.000225699246280558,7.328757,8.034182,0.705424999999999,0.598
"3256","RPL41","hurdle",0.268745531143737,10.88734,11.97345,1.08611,0.598
"3196","RNF186","hurdle",2.952791084506e-09,2.280306,5.358264,3.077958,0.598
"3038","RAB10","hurdle",0.00100804776180805,7.380363,8.064799,0.684436000000001,0.598
"2978","PSMD6","hurdle",0.00272001382478076,6.74754,7.512166,0.764626,0.598
"2964","PSMB3","hurdle",0.0178624781656388,7.630194,8.343858,0.713664000000001,0.598
"2586","OGFRL1","hurdle",6.48010223532141e-07,3.144831,5.010289,1.865458,0.598
