"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.gamma","log2fold_change","Auc"
"358","AZIN1","hurdle",0.00182855704005206,6.661846,7.239055,0.577209,0.588
"84","ADRBK1","hurdle",9.53842585846995e-05,4.180722,4.936083,0.755361,0.588
"34","ABLIM2","hurdle",0.000191895376041632,4.243918,5.587721,1.343803,0.588
"4202","UBR5","hurdle",0.00627497474591625,5.383271,6.440973,1.057702,0.587
"4111","TRRAP","hurdle",0.00074662655844683,4.387347,5.349098,0.961751,0.587
"4108","TRPM7","hurdle",0.00333931417458365,4.908654,6.119764,1.21111,0.587
"4053","TPMT","hurdle",0.00320120965420388,4.814521,5.654342,0.839821,0.587
"3929","THOC2","hurdle",0.0219217048333624,6.519955,7.204236,0.684280999999999,0.587
"3783","STX2","hurdle",0.000857093825396536,4.446861,5.820959,1.374098,0.587
"3742","SSFA2","hurdle",0.00201873713854278,6.142087,6.690781,0.548694,0.587
"3741","SSBP4","hurdle",0.0100830510681154,5.700984,6.266799,0.565815,0.587
"3643","SND1","hurdle",0.017152042292593,7.396683,7.914982,0.518299,0.587
"3523","SLC16A9","hurdle",0.000104381087538502,4.171036,5.686222,1.515186,0.587
"3209","RBM4","hurdle",0.00637367296754849,5.277276,5.93506,0.657784,0.587
"2972","PPARA","hurdle",0.0007895194198301,4.468816,6.05846,1.589644,0.587
"2916","PLEKHM2","hurdle",0.00158731359608404,4.862743,5.922283,1.05954,0.587
"2877","PIP4K2B","hurdle",0.000806516103270536,4.481385,5.691188,1.209803,0.587
"2501","NCOA6","hurdle",0.00381518658120458,4.98274,5.855563,0.872823,0.587
"2423","MTMR9","hurdle",0.00139836918873965,4.844891,6.032017,1.187126,0.587
"1914","KAT6B","hurdle",0.0113727215505367,5.570389,6.497272,0.926883,0.587
"1537","GBF1","hurdle",0.00373627480890778,5.580367,6.517086,0.936719,0.587
"1235","ENPP1","hurdle",0.000279243233791685,4.777553,5.54432,0.766767,0.587
"605","CAPRIN2","hurdle",0.000234242276643472,3.854428,5.330597,1.476169,0.587
"552","C7orf50","hurdle",0.012502527252606,6.496809,7.103933,0.607124,0.587
"419","BIVM","hurdle",0.000937513422882661,4.194577,5.84995,1.655373,0.587
"372","BAG6","hurdle",0.0090448935468052,6.00535,6.790497,0.785147,0.587
"284","ASAP1","hurdle",0.00287111041447438,5.239536,6.324953,1.085417,0.587
"183","ANKRD36B","hurdle",0.000686769303943192,3.558384,4.840579,1.282195,0.587
"172","ANKRD13A","hurdle",0.0021500884120096,5.163418,6.153612,0.990194,0.587
"167","ANKIB1","hurdle",0.00425952730017859,5.078335,6.191204,1.112869,0.587
"131","ALAS1","hurdle",0.00158166773269339,6.187545,6.872321,0.684776,0.587
"93","AGAP3","hurdle",0.00023729626172781,4.607506,5.909281,1.301775,0.587
"11","ABCA3","hurdle",9.96450542676344e-05,4.75418,6.179521,1.425341,0.587
"4560","ZNF451","hurdle",0.00303065286529677,5.268447,6.044951,0.776504,0.586
"4431","ZFAND1","hurdle",0.00571307792985274,5.577713,6.248791,0.671078,0.586
"4380","ZADH2","hurdle",0.00254059010300115,4.764734,5.863507,1.098773,0.586
"3675","SOX12","hurdle",9.52741270322926e-05,2.7048,4.341666,1.636866,0.586
"2971","PP7080","hurdle",0.00118148110767004,4.108582,5.528432,1.41985,0.586
"2894","PLA2G12A","hurdle",0.00383677173778515,5.994183,6.500198,0.506015000000001,0.586
"2685","PACSIN1","hurdle",1.88656525901602e-08,1.33301,4.487285,3.154275,0.586
"2636","NUP50","hurdle",0.00233161884401548,4.472188,5.215595,0.743407,0.586
"2524","NEK7","hurdle",0.00151705490486037,4.947134,5.715776,0.768642,0.586
"2125","LMO3","hurdle",2.8677979186293e-09,2.020019,6.113325,4.093306,0.586
"2108","LHPP","hurdle",0.0020125826800015,4.930861,6.042499,1.111638,0.586
"2084","LAT2","hurdle",8.22575342987249e-07,3.445131,5.216244,1.771113,0.586
"2045","KLHL2","hurdle",0.000724857159043197,4.463655,5.594653,1.130998,0.586
"1928","KCNB2","hurdle",1.72609630570018e-05,3.545422,4.647512,1.10209,0.586
"1836","ING3","hurdle",0.00107638256148972,4.469828,5.411403,0.941575,0.586
"1735","HIPK1","hurdle",0.00504351018977551,5.475445,6.346926,0.871481,0.586
"1586","GLTSCR1L","hurdle",4.54337336794594e-06,3.158137,5.163059,2.004922,0.586
"1310","FAM134C","hurdle",0.00190029908168839,5.661318,6.483999,0.822681,0.586
"1018","DDX46","hurdle",0.0117530773093928,6.567773,7.196543,0.62877,0.586
"840","CNKSR2","hurdle",9.6798454540845e-08,1.704782,4.29279,2.588008,0.586
"654","CCDC24","hurdle",0.000492479087162567,3.883426,4.966588,1.083162,0.586
"567","CACNA1B","hurdle",3.2545618378649e-08,1.776408,4.733583,2.957175,0.586
"561","CA11","hurdle",0.000430581744244543,4.328303,5.109658,0.781355,0.586
"545","C6orf1","hurdle",0.00890560312160727,6.447042,7.033853,0.586811,0.586
"421","BLOC1S6","hurdle",0.00811350447979192,6.074775,6.739115,0.66434,0.586
"4247","USP25","hurdle",0.000430936042800105,4.247683,5.288856,1.041173,0.585
"3856","TARDBP","hurdle",0.00797729938513422,5.979478,6.724058,0.74458,0.585
"3829","SYT17","hurdle",0.00197254257449701,4.761,6.238271,1.477271,0.585
"3814","SYN1","hurdle",0.000393962627449618,4.23919,5.463124,1.223934,0.585
"3701","SPG11","hurdle",0.00340426594826619,5.218915,5.934415,0.7155,0.585
"3645","SNHG10","hurdle",2.87193711521368e-05,3.198528,4.918384,1.719856,0.585
"3475","SFXN1","hurdle",0.00545911355112323,5.635983,6.259791,0.623807999999999,0.585
"3385","SBF2","hurdle",0.00229594012850737,4.693213,5.619347,0.926134,0.585
"3339","RRM2B","hurdle",0.000736555319350427,4.93529,5.523295,0.588005,0.585
"3252","RGN","hurdle",0.000673872444982214,4.473119,5.686991,1.213872,0.585
"2988","PPP1CC","hurdle",0.0266271586809827,6.678678,7.416659,0.737981,0.585
"2876","PIN1","hurdle",0.0159610652134656,7.163341,7.732832,0.569491,0.585
"2837","PHF21A","hurdle",0.000931691179441386,4.519657,5.638151,1.118494,0.585
"2613","NSRP1","hurdle",0.0162356678740632,6.328355,6.990233,0.661878,0.585
"2608","NRSN2","hurdle",0.00333653356476243,5.334217,6.207613,0.873396000000001,0.585
"2323","METTL17","hurdle",0.00300415704865997,5.059412,5.980613,0.921201,0.585
"2082","LARP1B","hurdle",0.00266273110709901,4.826235,5.616841,0.790606,0.585
"1711","HDHD2","hurdle",0.0060674187619436,5.660444,6.466229,0.805785,0.585
"1702","HCFC1","hurdle",0.00414094314734756,5.27551,6.433329,1.157819,0.585
"1347","FAM208A","hurdle",0.0015567403745772,5.119759,5.799094,0.679335,0.585
"1066","DISP2","hurdle",3.03672943861523e-06,3.090913,4.72081,1.629897,0.585
"1052","DHX30","hurdle",0.00579234262426357,6.04323,6.800225,0.756995,0.585
"1011","DDHD2","hurdle",0.000715102660424295,5.169276,6.302047,1.132771,0.585
"873","COX16","hurdle",0.00279010232957537,4.539032,5.38802,0.848988,0.585
"550","C6orf89","hurdle",0.0120242674520555,6.497346,7.01586,0.518514,0.585
"348","ATXN10","hurdle",0.0212908290733876,7.160052,7.689075,0.529023,0.585
"79","ADD1","hurdle",0.0200524320509178,6.181275,6.896335,0.715059999999999,0.585
"4404","ZC3H11A","hurdle",0.00365243414651101,5.757053,6.541166,0.784113,0.584
"3996","TMEM61","hurdle",0.000878265637936132,4.68706,5.757522,1.070462,0.584
"3973","TMEM17","hurdle",0.000875512729691957,4.836079,6.177102,1.341023,0.584
"3886","TCEB3","hurdle",0.00397259874040124,5.698751,6.411307,0.712556,0.584
"3729","SRRM2","hurdle",0.0157601323016981,7.732895,8.358041,0.625146,0.584
"3676","SOX13","hurdle",3.72822176921401e-06,2.659504,4.550536,1.891032,0.584
"3594","SLC9A7","hurdle",0.000509293327617834,4.384383,5.498157,1.113774,0.584
"3546","SLC26A11","hurdle",0.00155775459469132,4.42119,5.442973,1.021783,0.584
"3459","SESN3","hurdle",0.00234964013137277,5.458132,6.08851,0.630378,0.584
"3087","PTK2","hurdle",0.00857542677331406,6.013973,6.527993,0.51402,0.584
"2866","PIK3C2G","hurdle",1.15974581927399e-10,0.4971058,5.1303691,4.6332633,0.584
"2726","PCDH8","hurdle",3.07460415677335e-14,-2.590856,5.551132,8.141988,0.584
"2710","PARP6","hurdle",0.00362374713288825,5.497847,6.450713,0.952866,0.584
"2506","NDNF","hurdle",3.4280693463854e-14,-0.9007071,4.5214961,5.4222032,0.584
"2224","MAP3K9","hurdle",0.000514004899597905,3.721567,5.290875,1.569308,0.584
"2088","LCOR","hurdle",0.000394870290644836,5.269769,5.830821,0.561052,0.584
"2038","KLHDC8A","hurdle",2.24857788417302e-05,3.852151,5.882996,2.030845,0.584
"1978","KIAA0100","hurdle",0.00454564939344443,5.423937,6.311902,0.887965,0.584
"1873","IRGQ","hurdle",0.00295521777374926,4.844255,5.761695,0.917439999999999,0.584
"1597","GNAQ","hurdle",0.0175847184831742,5.600723,6.270733,0.67001,0.584
"1281","EXOSC6","hurdle",0.000748888420021411,4.198249,5.201122,1.002873,0.584
"1114","DNALI1","hurdle",0.004743800705054,5.275678,6.152485,0.876807,0.584
"1050","DHX15","hurdle",0.0013165038782423,6.324198,6.870073,0.545875,0.584
"994","DCAKD","hurdle",0.00348292507853029,5.017675,5.803514,0.785839,0.584
"898","CREBBP","hurdle",0.0039447490831698,5.145318,6.020943,0.875625,0.584
"897","CREB3L2","hurdle",0.000731700455872245,6.335535,6.87371,0.538175,0.584
"312","ATG16L2","hurdle",0.000229839209126727,3.484862,4.930158,1.445296,0.584
"4573","ZNF493","hurdle",0.00153109849300004,4.260749,5.11455,0.853801000000001,0.583
"4563","ZNF462","hurdle",0.000240925798542596,4.107387,5.428837,1.32145,0.583
"4510","ZNF280D","hurdle",0.0188291721709162,5.393447,6.454667,1.06122,0.583
"4196","UBQLN2","hurdle",0.00208369572566548,6.028012,6.668671,0.640658999999999,0.583
"3784","STX3","hurdle",0.00764997261993125,6.140963,6.690087,0.549124,0.583
"3659","SNX19","hurdle",0.00441522656308361,5.178634,5.966248,0.787614,0.583
"3458","SESN1","hurdle",0.00236097819009098,5.112939,5.906434,0.793495,0.583
"3441","SENP6","hurdle",0.0145288655069632,5.864023,6.618189,0.754166,0.583
"3367","RXRB","hurdle",0.0016979029079874,4.45018,5.596097,1.145917,0.583
"3328","RPRD1A","hurdle",0.000266989577539136,5.315751,6.077451,0.7617,0.583
"3191","RBFOX3","hurdle",2.16427512978069e-06,2.700524,4.67801,1.977486,0.583
"2420","MTMR3","hurdle",0.00214593575051185,4.942603,6.010502,1.067899,0.583
"2306","MED24","hurdle",0.00146783863217559,4.902543,5.797421,0.894878,0.583
"1985","KIAA0430","hurdle",0.00149306605243884,4.737589,5.96366,1.226071,0.583
"1496","FRY","hurdle",0.000940213250464681,4.567286,5.462899,0.895613,0.583
"1218","ELF2","hurdle",0.0045585543571064,4.636709,5.438223,0.801514,0.583
"1092","DNAH14","hurdle",0.000765756397477141,3.515458,4.355116,0.839658,0.583
"1008","DDB1","hurdle",0.000616446700739041,6.894221,7.472135,0.577914,0.583
"913","CRTC3","hurdle",0.00624952695266073,4.950527,6.037833,1.087306,0.583
"807","CKMT1A","hurdle",0.000434443947050406,3.957909,4.65768,0.699771,0.583
"540","C5orf24","hurdle",0.014682861563108,6.109632,6.833987,0.724354999999999,0.583
"529","C2orf68","hurdle",0.0103869101785855,5.883817,6.93111,1.047293,0.583
"327","ATP2B4","hurdle",0.00585798482468085,5.577855,6.506475,0.92862,0.583
"207","AP3D1","hurdle",0.0389950267507128,6.738879,7.385374,0.646495,0.583
"74","ADAT1","hurdle",0.00125973111017223,4.264938,5.377666,1.112728,0.583
"4395","ZBTB43","hurdle",0.00469152088340451,4.655358,5.607013,0.951655000000001,0.582
"4296","VPS52","hurdle",0.000216025911116338,5.134765,5.885945,0.751180000000001,0.582
"4244","USP2","hurdle",0.00142042444081475,4.927487,6.127551,1.200064,0.582
"3927","THEM4","hurdle",0.00275535472809251,4.261269,5.030744,0.769475,0.582
"3685","SPAG16","hurdle",0.0126773320067643,6.067592,6.709437,0.641845,0.582
"3482","SGSM2","hurdle",0.00274221792220646,4.752447,5.705728,0.953281,0.582
"3453","SERPINB9","hurdle",3.71363160418452e-05,2.861658,5.159066,2.297408,0.582
"2986","PPME1","hurdle",0.000452380168205558,5.964334,6.638417,0.674083,0.582
"2944","PODXL2","hurdle",0.00671791276281331,5.909488,6.537356,0.627868,0.582
"2457","N4BP2","hurdle",0.000589970409279492,4.212135,5.228013,1.015878,0.582
"2058","KLHL9","hurdle",0.00542738644779339,5.533242,6.503578,0.970336,0.582
"2050","KLHL28","hurdle",0.00108205122265131,4.137563,5.912063,1.7745,0.582
"2029","KLC1","hurdle",0.00958271488217519,6.161487,6.79063,0.629143,0.582
"1962","KDM2A","hurdle",0.00430562958866927,4.783164,5.829338,1.046174,0.582
"1840","INO80","hurdle",0.00114308493381103,4.116241,4.98819,0.871949000000001,0.582
"1579","GLIS2","hurdle",0.00161423460494072,4.418226,5.434777,1.016551,0.582
"1208","EID2B","hurdle",0.000122867473907322,3.436572,4.66468,1.228108,0.582
"1125","DOCK7","hurdle",0.00466789848156414,4.604656,5.624597,1.019941,0.582
"866","COL4A3BP","hurdle",0.000646022816024576,5.073317,5.860348,0.787031,0.582
"546","C6orf106","hurdle",0.00872906372739969,5.218069,6.317138,1.099069,0.582
"282","ARVCF","hurdle",0.00105881519433404,4.841823,5.348775,0.506952,0.582
"233","ARFGEF1","hurdle",0.00950776369004565,5.457514,6.506585,1.049071,0.582
"55","ACTC1","hurdle",1.69066484893801e-06,2.039604,4.538709,2.499105,0.582
"4638","ZNF664","hurdle",0.010798549896045,5.551605,6.408067,0.856462,0.581
"4626","ZNF621","hurdle",0.000277921469748884,3.762895,5.055169,1.292274,0.581
"4417","ZCCHC8","hurdle",0.00206714655409738,4.27185,5.373076,1.101226,0.581
"4339","WNK2","hurdle",0.000651549114863331,4.096554,5.262897,1.166343,0.581
"4325","WDR59","hurdle",0.00637672671567301,5.026991,5.967254,0.940263,0.581
"4156","TUB","hurdle",7.13222661695171e-06,2.210253,5.066186,2.855933,0.581
"4060","TRA2A","hurdle",0.00219740994832712,5.870997,6.724359,0.853362,0.581
"3987","TMEM27","hurdle",6.60870044746824e-05,5.248699,5.876811,0.628112,0.581
"3934","THYN1","hurdle",0.00301272655135221,5.793179,6.648854,0.855675,0.581
"3907","TENM3","hurdle",0.000553547635806286,5.150781,5.920295,0.769514,0.581
"3861","TATDN3","hurdle",0.000294481118477281,4.292289,5.748641,1.456352,0.581
"3378","SAMD8","hurdle",0.00621045069575679,4.915429,5.831221,0.915792000000001,0.581
"3287","RNF123","hurdle",0.00314554179127039,4.733985,5.434727,0.700742,0.581
"3106","PVRL1","hurdle",3.8612700782712e-05,4.504777,5.03258,0.527803,0.581
"2826","PHACTR4","hurdle",0.00835807164693824,5.343324,6.196715,0.853391,0.581
"2337","MGEA5","hurdle",0.00760896127193655,6.341238,7.118055,0.776817,0.581
"2127","LMTK2","hurdle",0.00250832834314548,4.595188,5.386395,0.791207,0.581
"2117","LIN7C","hurdle",0.00637775217076784,5.716877,6.559914,0.843037,0.581
"1897","JAM3","hurdle",0.00280337809423002,4.897011,5.89487,0.997859,0.581
"1566","GIT1","hurdle",0.00165313055471143,4.18925,5.541227,1.351977,0.581
"1559","GGPS1","hurdle",0.0156928290763739,5.943806,6.731571,0.787764999999999,0.581
"1466","FNBP1L","hurdle",0.000536234577966624,6.161076,6.779483,0.618406999999999,0.581
"1182","EDEM3","hurdle",0.00912880348585107,6.260743,6.98323,0.722487,0.581
"903","CRIM1","hurdle",0.00149823004861447,4.48433,5.583746,1.099416,0.581
"783","CHD8","hurdle",0.0091465419833853,5.235182,6.143883,0.908701,0.581
"604","CAPNS1","hurdle",0.0108527104613662,6.919163,7.692685,0.773522,0.581
"386","BBS5","hurdle",0.000116993285127859,2.523889,3.949725,1.425836,0.581
"267","ARL8B","hurdle",0.0127912228165367,6.477906,7.2276,0.749694,0.581
"185","ANKRD40","hurdle",0.00686176894203188,5.053954,6.041769,0.987815,0.581
"182","ANKRD36","hurdle",0.000982511352955321,3.557316,4.20309,0.645774,0.581
"39","ACAP2","hurdle",0.0226388349296748,5.785612,6.418049,0.632436999999999,0.581
"4569","ZNF483","hurdle",7.91044723744563e-05,3.691605,4.539561,0.847956,0.58
"4318","WDR33","hurdle",0.030440481031113,5.820959,6.473583,0.652623999999999,0.58
"4262","USP53","hurdle",0.00297414383823298,4.46079,5.625985,1.165195,0.58
"3941","TIMM17B","hurdle",0.0255890141411613,6.49891,7.103123,0.604213,0.58
"3720","SPTBN4","hurdle",0.00014254862905859,3.985133,4.847938,0.862805,0.58
"3682","SP4","hurdle",1.13277290193505e-05,2.982214,4.902143,1.919929,0.58
"3665","SOCS6","hurdle",0.0033333271925017,4.785528,5.530324,0.744796,0.58
"3620","SMC3","hurdle",0.0160677978055579,6.472822,7.147054,0.674232,0.58
"3254","RGS11","hurdle",0.000380935774923521,3.900273,5.135509,1.235236,0.58
"3219","RCHY1","hurdle",0.00486244616913577,5.583735,6.088039,0.504304,0.58
"3139","RAB3C","hurdle",0.00144316069690334,4.72129,5.877196,1.155906,0.58
"3088","PTK2B","hurdle",0.000414542256648887,3.61987,5.226734,1.606864,0.58
